Gene Symbol	CUI Term	Phenotype Name
SEMA3A	C0007785	acute pancreatitis
GDNF	C0007785	acute pancreatitis
KIAA1147	C0007785	acute pancreatitis
ZBTB7C	C0007785	acute pancreatitis
EPHX2	C0007785	acute pancreatitis
CTSG	C0007785	acute pancreatitis
TP53	C0007785	acute pancreatitis
ADORA1	C0007785	acute pancreatitis
CAPN1	C0007785	acute pancreatitis
GPNMB	C0007785	acute pancreatitis
LCAT	C0007785	acute pancreatitis
ODC1	C0007785	acute pancreatitis
TNF	C0007785	acute pancreatitis
CCL2	C0007785	acute pancreatitis
PSEN1	C0007785	acute pancreatitis
ALOX5AP	C0007785	acute pancreatitis
HSPB1	C0007785	acute pancreatitis
PARP1	C0007785	acute pancreatitis
MAP2K7	C0007785	acute pancreatitis
AKT1S1	C0007785	acute pancreatitis
EMP1	C0007785	acute pancreatitis
CIRBP	C0007785	acute pancreatitis
BIRC5	C0007785	acute pancreatitis
PPARG	C0007785	acute pancreatitis
ADAM10	C0007785	acute pancreatitis
PINK1	C0007785	acute pancreatitis
PLAU	C0007785	acute pancreatitis
JUN	C0007785	acute pancreatitis
TFPI	C0007785	acute pancreatitis
CDK4	C0007785	acute pancreatitis
SLC8A1	C0007785	acute pancreatitis
ISYNA1	C0007785	acute pancreatitis
PTGIS	C0007785	acute pancreatitis
CX3CL1	C0007785	acute pancreatitis
ATM	C0007785	acute pancreatitis
DLG4	C0007785	acute pancreatitis
PIK3CD	C0007785	acute pancreatitis
MIR424	C0007785	acute pancreatitis
VWF	C0007785	acute pancreatitis
PTGS2	C0007785	acute pancreatitis
F2R	C0007785	acute pancreatitis
ERCC6L	C0007785	acute pancreatitis
ICAM1	C0007785	acute pancreatitis
PLSCR1	C0007785	acute pancreatitis
NOS2	C0007785	acute pancreatitis
IL6	C0007785	acute pancreatitis
TLR4	C0007785	acute pancreatitis
PDE4D	C0007785	acute pancreatitis
IL16	C0007785	acute pancreatitis
ITGAL	C0007785	acute pancreatitis
CSF2	C0007785	acute pancreatitis
MBP	C0007785	acute pancreatitis
COL11A2	C0007785	acute pancreatitis
AGTR1	C0007785	acute pancreatitis
FOS	C0007785	acute pancreatitis
F2RL3	C0007785	acute pancreatitis
BDNF	C0007785	acute pancreatitis
ANGPTL1	C0007785	acute pancreatitis
ESR1	C0007785	acute pancreatitis
NOTCH3	C0007785	acute pancreatitis
GOLT1A	C0007785	acute pancreatitis
SIRT1	C0007785	acute pancreatitis
DCR	C0007785	acute pancreatitis
LMO1	C0007785	acute pancreatitis
RAMP1	C0007785	acute pancreatitis
C20orf181	C0007785	acute pancreatitis
P2RY2	C0007785	acute pancreatitis
SOD1	C0007785	acute pancreatitis
GRIK2	C0007785	acute pancreatitis
PRKG1	C0007785	acute pancreatitis
OR2AG1	C0007785	acute pancreatitis
ZRANB3	C0007785	acute pancreatitis
CASP6	C0007785	acute pancreatitis
SYP	C0007785	acute pancreatitis
IL10	C0007785	acute pancreatitis
CYP4A11	C0007785	acute pancreatitis
NRP1	C0007785	acute pancreatitis
MMP9	C0007785	acute pancreatitis
SERPINC1	C0007785	acute pancreatitis
LIMK1	C0007785	acute pancreatitis
NDRG4	C0007785	acute pancreatitis
IGF1	C0007785	acute pancreatitis
SFTPD	C0007785	acute pancreatitis
PIK3R3	C0007785	acute pancreatitis
GFAP	C0007785	acute pancreatitis
EDNRB	C0007785	acute pancreatitis
NPPA	C0007785	acute pancreatitis
MIR29B2	C0007785	acute pancreatitis
HBA1	C0007785	acute pancreatitis
IRAK1	C0007785	acute pancreatitis
PRKCH	C0007785	acute pancreatitis
AKR1A1	C0007785	acute pancreatitis
TM7SF2	C0007785	acute pancreatitis
MIR130A	C0007785	acute pancreatitis
SELP	C0007785	acute pancreatitis
APOH	C0007785	acute pancreatitis
CASP3	C0007785	acute pancreatitis
KCNJ13	C0007785	acute pancreatitis
NGB	C0007785	acute pancreatitis
SERPINE2	C0007785	acute pancreatitis
REN	C0007785	acute pancreatitis
HSPB2	C0007785	acute pancreatitis
ENTPD1	C0007785	acute pancreatitis
CXCL12	C0007785	acute pancreatitis
MSC	C0007785	acute pancreatitis
PAWR	C0007785	acute pancreatitis
TGFB1	C0007785	acute pancreatitis
CYBB	C0007785	acute pancreatitis
MBL2	C0007785	acute pancreatitis
YWHAZ	C0007785	acute pancreatitis
CREB1	C0007785	acute pancreatitis
VEGFA	C0007785	acute pancreatitis
HSPA1B	C0007785	acute pancreatitis
MAP2	C0007785	acute pancreatitis
F5	C0007785	acute pancreatitis
CYP4F2	C0007785	acute pancreatitis
EPO	C0007785	acute pancreatitis
CRP	C0007785	acute pancreatitis
UCP3	C0007785	acute pancreatitis
SLC19A1	C0007785	acute pancreatitis
KAT5	C0007785	acute pancreatitis
EDIL3	C0007785	acute pancreatitis
H2AFX	C0007785	acute pancreatitis
MAP3K5	C0007785	acute pancreatitis
MAP3K11	C0007785	acute pancreatitis
SERPINI1	C0007785	acute pancreatitis
ELANE	C0002871	hemorrhage
KRAS	C0002871	hemorrhage
TBXAS1	C0002871	hemorrhage
SRC	C0002871	hemorrhage
IL18	C0002871	hemorrhage
ADGRE1	C0002871	hemorrhage
FECH	C0002871	hemorrhage
PARN	C0002871	hemorrhage
RPS27	C0002871	hemorrhage
RTN3	C0002871	hemorrhage
RAG1	C0002871	hemorrhage
ATP7A	C0002871	hemorrhage
STIM1	C0002871	hemorrhage
PRL	C0002871	hemorrhage
FLOT2	C0002871	hemorrhage
OAS1	C0002871	hemorrhage
LRPAP1	C0002871	hemorrhage
CXCL8	C0002871	hemorrhage
PGK1	C0002871	hemorrhage
DNASE2	C0002871	hemorrhage
ENG	C0002871	hemorrhage
FOXP1	C0002871	hemorrhage
NLRC4	C0002871	hemorrhage
GSTT1	C0002871	hemorrhage
CDKN2A	C0002871	hemorrhage
NLRP3	C0002871	hemorrhage
IL17RD	C0002871	hemorrhage
RUNX1	C0002871	hemorrhage
LYST	C0002871	hemorrhage
ADAMTS13	C0002871	hemorrhage
BMPER	C0002871	hemorrhage
NAT2	C0002871	hemorrhage
ATP5IF1	C0002871	hemorrhage
SPTA1	C0002871	hemorrhage
LIPA	C0002871	hemorrhage
KIT	C0002871	hemorrhage
FABP1	C0002871	hemorrhage
CALR	C0002871	hemorrhage
MPIG6B	C0002871	hemorrhage
ABCD4	C0002871	hemorrhage
AQP1	C0002871	hemorrhage
LGALS3BP	C0002871	hemorrhage
FANCM	C0002871	hemorrhage
ABCB1	C0002871	hemorrhage
CDC25A	C0002871	hemorrhage
TRNT1	C0002871	hemorrhage
CXCR1	C0002871	hemorrhage
PDGFB	C0002871	hemorrhage
CASZ1	C0002871	hemorrhage
LYRM7	C0002871	hemorrhage
RAG2	C0002871	hemorrhage
RPS7	C0002871	hemorrhage
MS4A1	C0002871	hemorrhage
CD36	C0002871	hemorrhage
CRIPT	C0002871	hemorrhage
TF	C0002871	hemorrhage
MIR144	C0002871	hemorrhage
MPL	C0002871	hemorrhage
IL1RN	C0002871	hemorrhage
CA2	C0002871	hemorrhage
FANCB	C0002871	hemorrhage
INTS4	C0002871	hemorrhage
SRP54	C0002871	hemorrhage
RHD	C0002871	hemorrhage
SLC25A5	C0002871	hemorrhage
LARS	C0002871	hemorrhage
IL1B	C0002871	hemorrhage
ALAS2	C0002871	hemorrhage
NHP2	C0002871	hemorrhage
NPHP1	C0002871	hemorrhage
TCIRG1	C0002871	hemorrhage
CDR1	C0002871	hemorrhage
VDR	C0002871	hemorrhage
CFH	C0002871	hemorrhage
MARS	C0002871	hemorrhage
CHEK1	C0002871	hemorrhage
RBM8A	C0002871	hemorrhage
HAMP	C0002871	hemorrhage
LPIN2	C0002871	hemorrhage
TNF	C0002871	hemorrhage
LCN2	C0002871	hemorrhage
PCAT2	C0002871	hemorrhage
CDK5RAP2	C0002871	hemorrhage
FANCC	C0002871	hemorrhage
APOA1	C0002871	hemorrhage
PARP1	C0002871	hemorrhage
CDKN1B	C0002871	hemorrhage
IFNA2	C0002871	hemorrhage
RPL27	C0002871	hemorrhage
EFL1	C0002871	hemorrhage
TNFRSF1A	C0002871	hemorrhage
LAMC2	C0002871	hemorrhage
IL23R	C0002871	hemorrhage
TFAP2A	C0002871	hemorrhage
MIR146A	C0002871	hemorrhage
IL6	C0002871	hemorrhage
ATP7B	C0002871	hemorrhage
ERVW-1	C0002871	hemorrhage
IFNL3	C0002871	hemorrhage
CTC1	C0002871	hemorrhage
AHSP	C0002871	hemorrhage
IFNA13	C0002871	hemorrhage
ITGA2B	C0002871	hemorrhage
GPI	C0002871	hemorrhage
YARS2	C0002871	hemorrhage
ERVK-20	C0002871	hemorrhage
SOD1	C0002871	hemorrhage
RNASE3	C0002871	hemorrhage
SMARCAL1	C0002871	hemorrhage
FMO3	C0002871	hemorrhage
CDKN1A	C0002871	hemorrhage
FASLG	C0002871	hemorrhage
PKLR	C0002871	hemorrhage
SLC29A1	C0002871	hemorrhage
FANCE	C0002871	hemorrhage
MIR4433B	C0002871	hemorrhage
THRA	C0002871	hemorrhage
F9	C0002871	hemorrhage
MALT1	C0002871	hemorrhage
IL12B	C0002871	hemorrhage
ZFPM1	C0002871	hemorrhage
ATG7	C0002871	hemorrhage
FCGR3A	C0002871	hemorrhage
MECOM	C0002871	hemorrhage
H2AFX	C0002871	hemorrhage
COX6B1	C0002871	hemorrhage
ERVK-18	C0002871	hemorrhage
TMPRSS6	C0002871	hemorrhage
COL7A1	C0002871	hemorrhage
SNX10	C0002871	hemorrhage
ACTN4	C0002871	hemorrhage
PPOX	C0002871	hemorrhage
WNT1	C0002871	hemorrhage
PFKM	C0002871	hemorrhage
SARS2	C0002871	hemorrhage
ADD2	C0002871	hemorrhage
PAFAH1B1	C0002871	hemorrhage
SLU7	C0002871	hemorrhage
TYMS	C0002871	hemorrhage
FANCG	C0002871	hemorrhage
TRNS1	C0002871	hemorrhage
LOC102723407	C0002871	hemorrhage
DNAJC21	C0002871	hemorrhage
APOPT1	C0002871	hemorrhage
BMP4	C0002871	hemorrhage
ZBTB20	C0002871	hemorrhage
NOS3	C0002871	hemorrhage
CCL3L1	C0002871	hemorrhage
NOP10	C0002871	hemorrhage
AK2	C0002871	hemorrhage
MIF	C0002871	hemorrhage
NPHP4	C0002871	hemorrhage
CHMP2B	C0002871	hemorrhage
RHOC	C0002871	hemorrhage
CIB1	C0002871	hemorrhage
WNT3	C0002871	hemorrhage
BCL2	C0002871	hemorrhage
GBA	C0002871	hemorrhage
PPARA	C0002871	hemorrhage
LAMB3	C0002871	hemorrhage
NFE2L2	C0002871	hemorrhage
AGT	C0002871	hemorrhage
WNT2	C0002871	hemorrhage
CCL5	C0002871	hemorrhage
HMOX1	C0002871	hemorrhage
FAM111A	C0002871	hemorrhage
ISL1	C0002871	hemorrhage
JAK1	C0002871	hemorrhage
ITK	C0002871	hemorrhage
CDCA7	C0002871	hemorrhage
B2M	C0002871	hemorrhage
GLA	C0002871	hemorrhage
XIAP	C0002871	hemorrhage
IL15	C0002871	hemorrhage
IL1A	C0002871	hemorrhage
COQ2	C0002871	hemorrhage
IGHV3-69-1	C0002871	hemorrhage
ACE	C0002871	hemorrhage
IL2	C0002871	hemorrhage
NRTN	C0002871	hemorrhage
CTLA4	C0002871	hemorrhage
ABO	C0002871	hemorrhage
ZC3H12A	C0002871	hemorrhage
RPL26	C0002871	hemorrhage
HP	C0002871	hemorrhage
EPB42	C0002871	hemorrhage
SLC28A3	C0002871	hemorrhage
PSAP	C0002871	hemorrhage
ARL6IP5	C0002871	hemorrhage
TALDO1	C0002871	hemorrhage
CD38	C0002871	hemorrhage
BOC	C0002871	hemorrhage
TLR9	C0002871	hemorrhage
WRAP53	C0002871	hemorrhage
ACVRL1	C0002871	hemorrhage
HOXD13	C0002871	hemorrhage
TP53BP1	C0002871	hemorrhage
SLC28A2	C0002871	hemorrhage
BCR	C0002871	hemorrhage
RPS10	C0002871	hemorrhage
SEC61A1	C0002871	hemorrhage
F11	C0002871	hemorrhage
NFE2	C0002871	hemorrhage
LHX2	C0002871	hemorrhage
TAL1	C0002871	hemorrhage
MLX	C0002871	hemorrhage
MTRR	C0002871	hemorrhage
PCCB	C0002871	hemorrhage
VWF	C0002871	hemorrhage
ATP5F1E	C0002871	hemorrhage
PUS1	C0002871	hemorrhage
SOD2	C0002871	hemorrhage
EMB	C0002871	hemorrhage
ALPL	C0002871	hemorrhage
CSF2	C0002871	hemorrhage
CDAN1	C0002871	hemorrhage
TMEM67	C0002871	hemorrhage
UBR1	C0002871	hemorrhage
ENPP1	C0002871	hemorrhage
NHEJ1	C0002871	hemorrhage
CSF3	C0002871	hemorrhage
IFNG	C0002871	hemorrhage
CLCN7	C0002871	hemorrhage
LTF	C0002871	hemorrhage
CYP2C8	C0002871	hemorrhage
PLEC	C0002871	hemorrhage
ETV6	C0002871	hemorrhage
TLR3	C0002871	hemorrhage
TCL1B	C0002871	hemorrhage
TBCE	C0002871	hemorrhage
REN	C0002871	hemorrhage
HBA2	C0002871	hemorrhage
SMAD4	C0002871	hemorrhage
FANCL	C0002871	hemorrhage
HPRT1	C0002871	hemorrhage
VEGFA	C0002871	hemorrhage
EPCAM	C0002871	hemorrhage
EPO	C0002871	hemorrhage
GLRX5	C0002871	hemorrhage
HBA1	C0002871	hemorrhage
GAS6	C0002871	hemorrhage
HBB	C0002871	hemorrhage
BCL10	C0002871	hemorrhage
KDR	C0002871	hemorrhage
GPT	C0002871	hemorrhage
CHI3L1	C0002871	hemorrhage
TMEM173	C0002871	hemorrhage
VPS33A	C0002871	hemorrhage
PGF	C0002871	hemorrhage
EPOR	C0002871	hemorrhage
COX20	C0002871	hemorrhage
PDGFRB	C0002871	hemorrhage
RPS19	C0002871	hemorrhage
ABCB7	C0002871	hemorrhage
IL3	C0002871	hemorrhage
USB1	C0002871	hemorrhage
ACAD8	C0002871	hemorrhage
AQP3	C0002871	hemorrhage
TRNN	C0002871	hemorrhage
UGT1A1	C0002871	hemorrhage
NUP98	C0002871	hemorrhage
EGFR	C0002871	hemorrhage
NCAM1	C0002871	hemorrhage
SLC7A7	C0002871	hemorrhage
TFRC	C0002871	hemorrhage
PCAT1	C0002871	hemorrhage
UBE2T	C0002871	hemorrhage
STEAP3	C0002871	hemorrhage
COX10	C0002871	hemorrhage
TNFRSF11A	C0002871	hemorrhage
UMPS	C0002871	hemorrhage
LINC00309	C0002871	hemorrhage
AK3	C0002871	hemorrhage
TNFRSF10A	C0002871	hemorrhage
EGR1	C0002871	hemorrhage
CDK6	C0002871	hemorrhage
MET	C0002871	hemorrhage
IL17A	C0002871	hemorrhage
ALB	C0002871	hemorrhage
ALOX5	C0002871	hemorrhage
FCGR2A	C0002871	hemorrhage
GCLC	C0002871	hemorrhage
ORAI1	C0002871	hemorrhage
ZBTB24	C0002871	hemorrhage
THAS	C0002871	hemorrhage
THRA1/BTR	C0002871	hemorrhage
AIRE	C0002871	hemorrhage
TTC7A	C0002871	hemorrhage
GDF15	C0002871	hemorrhage
SF3B1	C0002871	hemorrhage
FANCD2	C0002871	hemorrhage
IL23A	C0002871	hemorrhage
G6PC3	C0002871	hemorrhage
SLC25A38	C0002871	hemorrhage
RPS14	C0002871	hemorrhage
SLC25A37	C0002871	hemorrhage
BMPR1A	C0002871	hemorrhage
BIRC3	C0002871	hemorrhage
PTPN6	C0002871	hemorrhage
COL17A1	C0002871	hemorrhage
TP53	C0002871	hemorrhage
COX14	C0002871	hemorrhage
DNMT3B	C0002871	hemorrhage
ACD	C0002871	hemorrhage
TINF2	C0002871	hemorrhage
IGH	C0002871	hemorrhage
PRKACG	C0002871	hemorrhage
ASPG	C0002871	hemorrhage
TCL1A	C0002871	hemorrhage
COL18A1	C0002871	hemorrhage
SLC11A2	C0002871	hemorrhage
AKR1C4	C0002871	hemorrhage
EGLN1	C0002871	hemorrhage
HFE	C0002871	hemorrhage
KRT7	C0002871	hemorrhage
KRT14	C0002871	hemorrhage
AIF1	C0002871	hemorrhage
NME1	C0002871	hemorrhage
ICAM1	C0002871	hemorrhage
TLR4	C0002871	hemorrhage
PDLIM5	C0002871	hemorrhage
ALAD	C0002871	hemorrhage
CCR7	C0002871	hemorrhage
SIPA1	C0002871	hemorrhage
IL12RB1	C0002871	hemorrhage
THY1	C0002871	hemorrhage
ERCC6L2	C0002871	hemorrhage
STAT1	C0002871	hemorrhage
EBAG9	C0002871	hemorrhage
EPHX1	C0002871	hemorrhage
CASR	C0002871	hemorrhage
TOP1	C0002871	hemorrhage
B3GLCT	C0002871	hemorrhage
IL10	C0002871	hemorrhage
PTEN	C0002871	hemorrhage
PGAM1	C0002871	hemorrhage
IFNAR1	C0002871	hemorrhage
LUC7L	C0002871	hemorrhage
SLC4A1	C0002871	hemorrhage
CASP3	C0002871	hemorrhage
IL12A	C0002871	hemorrhage
SCARB2	C0002871	hemorrhage
HIST1H2BJ	C0002871	hemorrhage
LCK	C0002871	hemorrhage
RN7SL263P	C0002871	hemorrhage
PEPD	C0002871	hemorrhage
SLC12A9	C0002871	hemorrhage
HBG2	C0002871	hemorrhage
SCLY	C0002871	hemorrhage
NCKIPSD	C0002871	hemorrhage
PPARGC1A	C0002871	hemorrhage
MBL2	C0002871	hemorrhage
IREB2	C0002871	hemorrhage
BPIFA4P	C0002871	hemorrhage
APOA5	C0002871	hemorrhage
GATA1	C0002871	hemorrhage
BRIP1	C0002871	hemorrhage
TERT	C0002871	hemorrhage
MTHFR	C0002871	hemorrhage
PMCH	C0002871	hemorrhage
PON1	C0002871	hemorrhage
CAD	C0002871	hemorrhage
AICDA	C0002871	hemorrhage
DCLRE1C	C0002871	hemorrhage
BCL6	C0002871	hemorrhage
CUX1	C0002871	hemorrhage
HK1	C0002871	hemorrhage
FANCA	C0002871	hemorrhage
SOAT1	C0002871	hemorrhage
CAV2	C0002871	hemorrhage
IGF2	C0002871	hemorrhage
COX4I2	C0002871	hemorrhage
SLCO1B3	C0002871	hemorrhage
TACO1	C0002871	hemorrhage
PNPO	C0002871	hemorrhage
ATP2B4	C0002871	hemorrhage
PET100	C0002871	hemorrhage
HBG1	C0002871	hemorrhage
TFR2	C0002871	hemorrhage
SLC46A1	C0002871	hemorrhage
PCCA	C0002871	hemorrhage
CDA	C0002871	hemorrhage
AHI1	C0002871	hemorrhage
SETD2	C0002871	hemorrhage
HGF	C0002871	hemorrhage
TNFRSF1B	C0002871	hemorrhage
YWHAE	C0002871	hemorrhage
ACR	C0002871	hemorrhage
SEC23B	C0002871	hemorrhage
CDR3	C0002871	hemorrhage
BCL11A	C0002871	hemorrhage
GABPA	C0002871	hemorrhage
RARS	C0002871	hemorrhage
SLC2A1	C0002871	hemorrhage
FGF2	C0002871	hemorrhage
IL4	C0002871	hemorrhage
LTA	C0002871	hemorrhage
SLC11A1	C0002871	hemorrhage
FASTKD2	C0002871	hemorrhage
VPS45	C0002871	hemorrhage
G6PD	C0002871	hemorrhage
MAD2L2	C0002871	hemorrhage
TNFSF11	C0002871	hemorrhage
IFNA8	C0002871	hemorrhage
SLC40A1	C0002871	hemorrhage
PTH	C0002871	hemorrhage
MUC1	C0002871	hemorrhage
ITPA	C0002871	hemorrhage
OR10A4	C0002871	hemorrhage
INTS1	C0002871	hemorrhage
PAEP	C0002871	hemorrhage
TLR1	C0002871	hemorrhage
DNASE1	C0002871	hemorrhage
BMP6	C0002871	hemorrhage
CCND1	C0002871	hemorrhage
LAMA3	C0002871	hemorrhage
KLF1	C0002871	hemorrhage
SET	C0002871	hemorrhage
ABCA1	C0002871	hemorrhage
HELLS	C0002871	hemorrhage
FTMT	C0002871	hemorrhage
HIF1A	C0002871	hemorrhage
ERCC1	C0002871	hemorrhage
IDUA	C0002871	hemorrhage
SBDS	C0002871	hemorrhage
CD59	C0002871	hemorrhage
ABL1	C0002871	hemorrhage
GPX1	C0002871	hemorrhage
AR	C0002871	hemorrhage
NPC1	C0002871	hemorrhage
COA5	C0002871	hemorrhage
DCAF7	C0002871	hemorrhage
GSTP1	C0002871	hemorrhage
MMAB	C0002871	hemorrhage
ERBB2	C0002871	hemorrhage
KRT20	C0002871	hemorrhage
TET2	C0002871	hemorrhage
GSR	C0002871	hemorrhage
CCL2	C0002871	hemorrhage
IGHV3OR16-7	C0002871	hemorrhage
FGF23	C0002871	hemorrhage
LEP	C0002871	hemorrhage
ITGB3	C0002871	hemorrhage
AASS	C0002871	hemorrhage
AGXT	C0002871	hemorrhage
COA7	C0002871	hemorrhage
FCGR3B	C0002871	hemorrhage
FERMT3	C0002871	hemorrhage
IL17RE	C0002871	hemorrhage
HEPH	C0002871	hemorrhage
ATG5	C0002871	hemorrhage
PRF1	C0002871	hemorrhage
KIF23	C0002871	hemorrhage
ITGB4	C0002871	hemorrhage
NOS2	C0002871	hemorrhage
DKC1	C0002871	hemorrhage
CLEC11A	C0002871	hemorrhage
SAMHD1	C0002871	hemorrhage
NOS1	C0002871	hemorrhage
SLX4	C0002871	hemorrhage
CD34	C0002871	hemorrhage
CAV1	C0002871	hemorrhage
RTEL1	C0002871	hemorrhage
TERC	C0002871	hemorrhage
SH2D1A	C0002871	hemorrhage
SCO1	C0002871	hemorrhage
HLA-B	C0002871	hemorrhage
IFNA1	C0002871	hemorrhage
IGF1	C0002871	hemorrhage
MMAA	C0002871	hemorrhage
STAT3	C0002871	hemorrhage
SPRR2C	C0002871	hemorrhage
SLC17A5	C0002871	hemorrhage
VHL	C0002871	hemorrhage
CACNA2D3	C0002871	hemorrhage
TRBV20OR9-2	C0002871	hemorrhage
APOH	C0002871	hemorrhage
IFT140	C0002871	hemorrhage
SFTPA1	C0002871	hemorrhage
FHIT	C0002871	hemorrhage
RUNX1T1	C0002871	hemorrhage
CD55	C0002871	hemorrhage
TSPYL2	C0002871	hemorrhage
CP	C0002871	hemorrhage
TNFSF10	C0002871	hemorrhage
CRP	C0002871	hemorrhage
DMRT1	C0002871	hemorrhage
DMTN	C0002871	hemorrhage
EPAS1	C0002871	hemorrhage
CXCL10	C0002871	hemorrhage
JAK2	C0002871	hemorrhage
FTO	C0149871	macrothrombocytopenia
KDR	C0149871	macrothrombocytopenia
MTHFR	C0149871	macrothrombocytopenia
PRKRA	C0149871	macrothrombocytopenia
CAD	C0149871	macrothrombocytopenia
A2M	C0149871	macrothrombocytopenia
VKORC1	C0149871	macrothrombocytopenia
PIGM	C0149871	macrothrombocytopenia
ASCC1	C0149871	macrothrombocytopenia
LIPG	C0149871	macrothrombocytopenia
PROS1	C0149871	macrothrombocytopenia
F13B	C0149871	macrothrombocytopenia
FGG	C0149871	macrothrombocytopenia
PTPRJ	C0149871	macrothrombocytopenia
ADAMTS13	C0149871	macrothrombocytopenia
SERPINA5	C0149871	macrothrombocytopenia
NOS3	C0149871	macrothrombocytopenia
GORASP1	C0149871	macrothrombocytopenia
F7	C0149871	macrothrombocytopenia
ARHGEF7	C0149871	macrothrombocytopenia
SPI1	C0149871	macrothrombocytopenia
CYP2B6	C0149871	macrothrombocytopenia
STKLD1	C0149871	macrothrombocytopenia
ZNF415	C0149871	macrothrombocytopenia
SELL	C0149871	macrothrombocytopenia
FUNDC2	C0149871	macrothrombocytopenia
SYT1	C0149871	macrothrombocytopenia
THBD	C0149871	macrothrombocytopenia
APC	C0149871	macrothrombocytopenia
LINC00970	C0149871	macrothrombocytopenia
PLG	C0149871	macrothrombocytopenia
F3	C0149871	macrothrombocytopenia
NFKB1	C0149871	macrothrombocytopenia
LPA	C0149871	macrothrombocytopenia
FGB	C0149871	macrothrombocytopenia
PRH2	C0149871	macrothrombocytopenia
ATP1B1	C0149871	macrothrombocytopenia
KBTBD4	C0149871	macrothrombocytopenia
F8	C0149871	macrothrombocytopenia
CPB2	C0149871	macrothrombocytopenia
PLAT	C0149871	macrothrombocytopenia
F13A1	C0149871	macrothrombocytopenia
PTGIR	C0149871	macrothrombocytopenia
IL17A	C0149871	macrothrombocytopenia
CXCR2	C0149871	macrothrombocytopenia
SERPINB2	C0149871	macrothrombocytopenia
MTR	C0149871	macrothrombocytopenia
KLKB1	C0149871	macrothrombocytopenia
SERPIND1	C0149871	macrothrombocytopenia
SLC44A2	C0149871	macrothrombocytopenia
SERPINE1	C0149871	macrothrombocytopenia
NUP160	C0149871	macrothrombocytopenia
ACE	C0149871	macrothrombocytopenia
FGA	C0149871	macrothrombocytopenia
CD40	C0149871	macrothrombocytopenia
RBBP6	C0149871	macrothrombocytopenia
ABO	C0149871	macrothrombocytopenia
CBS	C0149871	macrothrombocytopenia
IL1R2	C0149871	macrothrombocytopenia
DCAF7	C0149871	macrothrombocytopenia
MYBPC3	C0149871	macrothrombocytopenia
F2	C0149871	macrothrombocytopenia
FURIN	C0149871	macrothrombocytopenia
PECAM1	C0149871	macrothrombocytopenia
WNK1	C0149871	macrothrombocytopenia
SURF4	C0149871	macrothrombocytopenia
HAMP	C0149871	macrothrombocytopenia
AKT1	C0149871	macrothrombocytopenia
COX8A	C0149871	macrothrombocytopenia
ITGB3	C0149871	macrothrombocytopenia
F11-AS1	C0149871	macrothrombocytopenia
PLAU	C0149871	macrothrombocytopenia
TSPAN15	C0149871	macrothrombocytopenia
TFPI	C0149871	macrothrombocytopenia
F11	C0149871	macrothrombocytopenia
MIR483	C0149871	macrothrombocytopenia
TNFRSF1A	C0149871	macrothrombocytopenia
RELA	C0149871	macrothrombocytopenia
MTRR	C0149871	macrothrombocytopenia
GGT1	C0149871	macrothrombocytopenia
VWF	C0149871	macrothrombocytopenia
PROCR	C0149871	macrothrombocytopenia
IL6	C0149871	macrothrombocytopenia
CSF2	C0149871	macrothrombocytopenia
PC	C0149871	macrothrombocytopenia
ACSF2	C0149871	macrothrombocytopenia
PRH1	C0149871	macrothrombocytopenia
CCDC181	C0149871	macrothrombocytopenia
C20orf181	C0149871	macrothrombocytopenia
NME7	C0149871	macrothrombocytopenia
PROC	C0149871	macrothrombocytopenia
CYP2C9	C0149871	macrothrombocytopenia
FNBP4	C0149871	macrothrombocytopenia
WG	C0149871	macrothrombocytopenia
MMP9	C0149871	macrothrombocytopenia
SERPINC1	C0149871	macrothrombocytopenia
CYP4V2	C0149871	macrothrombocytopenia
CELF1	C0149871	macrothrombocytopenia
SELP	C0149871	macrothrombocytopenia
REN	C0149871	macrothrombocytopenia
F9	C0149871	macrothrombocytopenia
SERPINA10	C0149871	macrothrombocytopenia
F5	C0149871	macrothrombocytopenia
EPO	C0149871	macrothrombocytopenia
HABP2	C0149871	macrothrombocytopenia
CRP	C0149871	macrothrombocytopenia
HLA-DPB1	C0149871	macrothrombocytopenia
KNG1	C0149871	macrothrombocytopenia
JAK2	C0149871	macrothrombocytopenia
PRL	C1959583	seizures
PON1	C1959583	seizures
CCL21	C1959583	seizures
UCN2	C1959583	seizures
PIK3CG	C1959583	seizures
CS	C1959583	seizures
ADIPOQ	C1959583	seizures
RBP4	C1959583	seizures
ATP1A3	C1959583	seizures
SLC9A1	C1959583	seizures
NOS3	C1959583	seizures
PRDX3	C1959583	seizures
GSK3B	C1959583	seizures
NOX4	C1959583	seizures
RAC1	C1959583	seizures
ATP2A1	C1959583	seizures
ITGB1	C1959583	seizures
EDNRA	C1959583	seizures
MSTN	C1959583	seizures
NFE2L2	C1959583	seizures
SCD	C1959583	seizures
PTH	C1959583	seizures
AGT	C1959583	seizures
AVP	C1959583	seizures
TNNT2	C1959583	seizures
INS	C1959583	seizures
PLAT	C1959583	seizures
HMOX1	C1959583	seizures
NR3C2	C1959583	seizures
GHRL	C1959583	seizures
ALB	C1959583	seizures
PTGS1	C1959583	seizures
ATP2A2	C1959583	seizures
PEBP1	C1959583	seizures
PRKAR2B	C1959583	seizures
SERPINE1	C1959583	seizures
GDF15	C1959583	seizures
PPP1R1A	C1959583	seizures
CAT	C1959583	seizures
RETN	C1959583	seizures
HIF1A	C1959583	seizures
