name_0	drugbank_id_0	To	From	uniprot_id	name	drugbank_id
olopatadine	DB00768	S100A1	P23297	P23297	olopatadine_New_DrugBank	DB00768_DrugBank
olopatadine	DB00768	ALB	P02768	P02768	olopatadine_New_DrugBank	DB00768_DrugBank
methylprednisolone	DB00959	CYP3A4	P08684	P08684	methylprednisolone_New_DrugBank	DB00959_DrugBank
methylprednisolone	DB00959	CYP2C8	P10632	P10632	methylprednisolone_New_DrugBank	DB00959_DrugBank
methylprednisolone	DB00959	CYP2C19	P33261	P33261	methylprednisolone_New_DrugBank	DB00959_DrugBank
methylprednisolone	DB00959	ABCB1	P08183	P08183	methylprednisolone_New_DrugBank	DB00959_DrugBank
methylprednisolone	DB00959	CYP1B1	Q16678	Q16678	methylprednisolone_New_DrugBank	DB00959_DrugBank
methylprednisolone	DB00959	CYP2A6	P11509	P11509	methylprednisolone_New_DrugBank	DB00959_DrugBank
methylprednisolone	DB00959	NR3C1	P04150	P04150	methylprednisolone_New_DrugBank	DB00959_DrugBank
methylprednisolone	DB00959	ANXA1	P04083	P04083	methylprednisolone_New_DrugBank	DB00959_DrugBank
methylprednisolone	DB00959	CYP2C9	P11712	P11712	methylprednisolone_New_DrugBank	DB00959_DrugBank
methylprednisolone	DB00959	ALB	P02768	P02768	methylprednisolone_New_DrugBank	DB00959_DrugBank
methylprednisolone	DB00959	CYP2B6	P20813	P20813	methylprednisolone_New_DrugBank	DB00959_DrugBank
tolbutamide	DB01124	CYP2C8	P10632	P10632	tolbutamide_New_DrugBank	DB01124_DrugBank
tolbutamide	DB01124	KCNJ1	P48048	P48048	tolbutamide_New_DrugBank	DB01124_DrugBank
tolbutamide	DB01124	SLC15A1	P46059	P46059	tolbutamide_New_DrugBank	DB01124_DrugBank
tolbutamide	DB01124	CYP2C19	P33261	P33261	tolbutamide_New_DrugBank	DB01124_DrugBank
tolbutamide	DB01124	SLCO2B1	O94956	O94956	tolbutamide_New_DrugBank	DB01124_DrugBank
tolbutamide	DB01124	ABCC8	Q09428	Q09428	tolbutamide_New_DrugBank	DB01124_DrugBank
tolbutamide	DB01124	SLC15A2	Q16348	Q16348	tolbutamide_New_DrugBank	DB01124_DrugBank
tolbutamide	DB01124	SLC22A6	Q4U2R8	Q4U2R8	tolbutamide_New_DrugBank	DB01124_DrugBank
tolbutamide	DB01124	CYP2C9	P11712	P11712	tolbutamide_New_DrugBank	DB01124_DrugBank
tolbutamide	DB01124	CYP2C18	P33260	P33260	tolbutamide_New_DrugBank	DB01124_DrugBank
tolbutamide	DB01124	ALB	P02768	P02768	tolbutamide_New_DrugBank	DB01124_DrugBank
abiraterone	DB05812	CYP3A4	P08684	P08684	abiraterone_New_DrugBank	DB05812_DrugBank
abiraterone	DB05812	CYP2C8	P10632	P10632	abiraterone_New_DrugBank	DB05812_DrugBank
abiraterone	DB05812	ABCC1	P33527	P33527	abiraterone_New_DrugBank	DB05812_DrugBank
abiraterone	DB05812	CYP2D6	P10635	P10635	abiraterone_New_DrugBank	DB05812_DrugBank
abiraterone	DB05812	ORM1	P02763	P02763	abiraterone_New_DrugBank	DB05812_DrugBank
abiraterone	DB05812	CYP2C19	P33261	P33261	abiraterone_New_DrugBank	DB05812_DrugBank
abiraterone	DB05812	CYP1A2	P05177	P05177	abiraterone_New_DrugBank	DB05812_DrugBank
abiraterone	DB05812	CYP17A1	P05093	P05093	abiraterone_New_DrugBank	DB05812_DrugBank
abiraterone	DB05812	SULT2A1	Q06520	Q06520	abiraterone_New_DrugBank	DB05812_DrugBank
abiraterone	DB05812	CYP2C9	P11712	P11712	abiraterone_New_DrugBank	DB05812_DrugBank
abiraterone	DB05812	ALB	P02768	P02768	abiraterone_New_DrugBank	DB05812_DrugBank
formoterol	DB00983	CYP2D6	P10635	P10635	formoterol_New_DrugBank	DB00983_DrugBank
formoterol	DB00983	UGT1A9	O60656	O60656	formoterol_New_DrugBank	DB00983_DrugBank
formoterol	DB00983	ADRB2	P07550	P07550	formoterol_New_DrugBank	DB00983_DrugBank
formoterol	DB00983	CYP2C19	P33261	P33261	formoterol_New_DrugBank	DB00983_DrugBank
formoterol	DB00983	ADRB1	P08588	P08588	formoterol_New_DrugBank	DB00983_DrugBank
formoterol	DB00983	CYP2A6	P11509	P11509	formoterol_New_DrugBank	DB00983_DrugBank
formoterol	DB00983	SLC22A5	O76082	O76082	formoterol_New_DrugBank	DB00983_DrugBank
formoterol	DB00983	SLC22A4	Q9H015	Q9H015	formoterol_New_DrugBank	DB00983_DrugBank
formoterol	DB00983	ADRB3	P13945	P13945	formoterol_New_DrugBank	DB00983_DrugBank
formoterol	DB00983	CYP2C9	P11712	P11712	formoterol_New_DrugBank	DB00983_DrugBank
formoterol	DB00983	ALB	P02768	P02768	formoterol_New_DrugBank	DB00983_DrugBank
fluvoxamine	DB00176	CYP3A4	P08684	P08684	fluvoxamine_New_DrugBank	DB00176_DrugBank
fluvoxamine	DB00176	KCNH2	Q12809	Q12809	fluvoxamine_New_DrugBank	DB00176_DrugBank
fluvoxamine	DB00176	CYP2D6	P10635	P10635	fluvoxamine_New_DrugBank	DB00176_DrugBank
fluvoxamine	DB00176	CYP2C19	P33261	P33261	fluvoxamine_New_DrugBank	DB00176_DrugBank
fluvoxamine	DB00176	ABCB1	P08183	P08183	fluvoxamine_New_DrugBank	DB00176_DrugBank
fluvoxamine	DB00176	CYP1A2	P05177	P05177	fluvoxamine_New_DrugBank	DB00176_DrugBank
fluvoxamine	DB00176	SLC6A4	P31645	P31645	fluvoxamine_New_DrugBank	DB00176_DrugBank
fluvoxamine	DB00176	CYP2C9	P11712	P11712	fluvoxamine_New_DrugBank	DB00176_DrugBank
fluvoxamine	DB00176	CYP1A1	P04798	P04798	fluvoxamine_New_DrugBank	DB00176_DrugBank
fluvoxamine	DB00176	ABCB11	O95342	O95342	fluvoxamine_New_DrugBank	DB00176_DrugBank
fluvoxamine	DB00176	CYP2B6	P20813	P20813	fluvoxamine_New_DrugBank	DB00176_DrugBank
diltiazem	DB00343	CYP3A4	P08684	P08684	diltiazem_New_DrugBank	DB00343_DrugBank
diltiazem	DB00343	CYP2C8	P10632	P10632	diltiazem_New_DrugBank	DB00343_DrugBank
diltiazem	DB00343	CYP2D6	P10635	P10635	diltiazem_New_DrugBank	DB00343_DrugBank
diltiazem	DB00343	ORM1	P02763	P02763	diltiazem_New_DrugBank	DB00343_DrugBank
diltiazem	DB00343	CYP2C19	P33261	P33261	diltiazem_New_DrugBank	DB00343_DrugBank
diltiazem	DB00343	ABCB1	P08183	P08183	diltiazem_New_DrugBank	DB00343_DrugBank
diltiazem	DB00343	CYP3A5	P20815	P20815	diltiazem_New_DrugBank	DB00343_DrugBank
diltiazem	DB00343	CACNG1	Q06432	Q06432	diltiazem_New_DrugBank	DB00343_DrugBank
diltiazem	DB00343	CYP3A7	P24462	P24462	diltiazem_New_DrugBank	DB00343_DrugBank
diltiazem	DB00343	ALB	P02768	P02768	diltiazem_New_DrugBank	DB00343_DrugBank
diltiazem	DB00343	CACNA1C	Q13936	Q13936	diltiazem_New_DrugBank	DB00343_DrugBank
oxymetholone	DB06412	CYP3A4	P08684	P08684	oxymetholone_New_DrugBank	DB06412_DrugBank
oxymetholone	DB06412	CYP2D6	P10635	P10635	oxymetholone_New_DrugBank	DB06412_DrugBank
oxymetholone	DB06412	NPPB	P16860	P16860	oxymetholone_New_DrugBank	DB06412_DrugBank
oxymetholone	DB06412	MAOA	P21397	P21397	oxymetholone_New_DrugBank	DB06412_DrugBank
oxymetholone	DB06412	CYP3A43	Q9HB55	Q9HB55	oxymetholone_New_DrugBank	DB06412_DrugBank
oxymetholone	DB06412	CYP3A5	P20815	P20815	oxymetholone_New_DrugBank	DB06412_DrugBank
oxymetholone	DB06412	SHBG	P04278	P04278	oxymetholone_New_DrugBank	DB06412_DrugBank
oxymetholone	DB06412	SRD5A1	P18405	P18405	oxymetholone_New_DrugBank	DB06412_DrugBank
oxymetholone	DB06412	CYP3A7	P24462	P24462	oxymetholone_New_DrugBank	DB06412_DrugBank
oxymetholone	DB06412	ALB	P02768	P02768	oxymetholone_New_DrugBank	DB06412_DrugBank
oxymetholone	DB06412	AR	P10275	P10275	oxymetholone_New_DrugBank	DB06412_DrugBank
oxymetazoline	DB00935	ADRA2B	P18089	P18089	oxymetazoline_New_DrugBank	DB00935_DrugBank
oxymetazoline	DB00935	HTR1D	P28221	P28221	oxymetazoline_New_DrugBank	DB00935_DrugBank
oxymetazoline	DB00935	UGT1A9	O60656	O60656	oxymetazoline_New_DrugBank	DB00935_DrugBank
oxymetazoline	DB00935	ADRA2A	P08913	P08913	oxymetazoline_New_DrugBank	DB00935_DrugBank
oxymetazoline	DB00935	CYP2C19	P33261	P33261	oxymetazoline_New_DrugBank	DB00935_DrugBank
oxymetazoline	DB00935	HTR1A	P08908	P08908	oxymetazoline_New_DrugBank	DB00935_DrugBank
oxymetazoline	DB00935	HTR1B	P28222	P28222	oxymetazoline_New_DrugBank	DB00935_DrugBank
oxymetazoline	DB00935	ADRA1A	P35348	P35348	oxymetazoline_New_DrugBank	DB00935_DrugBank
oxymetazoline	DB00935	ADRA2C	P18825	P18825	oxymetazoline_New_DrugBank	DB00935_DrugBank
oxymetazoline	DB00935	ADRA1B	P35368	P35368	oxymetazoline_New_DrugBank	DB00935_DrugBank
oxymetazoline	DB00935	ADRA1D	P25100	P25100	oxymetazoline_New_DrugBank	DB00935_DrugBank
butabarbital	DB00237	GRIK2	Q13002	Q13002	butabarbital_New_DrugBank	DB00237_DrugBank
butabarbital	DB00237	GRIK5	Q16478	Q16478	butabarbital_New_DrugBank	DB00237_DrugBank
butabarbital	DB00237	SLC2A1	P11166	P11166	butabarbital_New_DrugBank	DB00237_DrugBank
butabarbital	DB00237	GRIA4	P48058	P48058	butabarbital_New_DrugBank	DB00237_DrugBank
butabarbital	DB00237	GRIA3	P42263	P42263	butabarbital_New_DrugBank	DB00237_DrugBank
butabarbital	DB00237	GRIK3	Q13003	Q13003	butabarbital_New_DrugBank	DB00237_DrugBank
butabarbital	DB00237	GRIK1	P39086	P39086	butabarbital_New_DrugBank	DB00237_DrugBank
butabarbital	DB00237	GRIA2	P42262	P42262	butabarbital_New_DrugBank	DB00237_DrugBank
butabarbital	DB00237	GRIK4	Q16099	Q16099	butabarbital_New_DrugBank	DB00237_DrugBank
butabarbital	DB00237	ALB	P02768	P02768	butabarbital_New_DrugBank	DB00237_DrugBank
butabarbital	DB00237	GRIA1	P42261	P42261	butabarbital_New_DrugBank	DB00237_DrugBank
amphetamine	DB00182	DRD2	P14416	P14416	amphetamine_New_DrugBank	DB00182_DrugBank
amphetamine	DB00182	CYP2D6	P10635	P10635	amphetamine_New_DrugBank	DB00182_DrugBank
amphetamine	DB00182	CARTPT	Q16568	Q16568	amphetamine_New_DrugBank	DB00182_DrugBank
amphetamine	DB00182	CYP2A6	P11509	P11509	amphetamine_New_DrugBank	DB00182_DrugBank
amphetamine	DB00182	SLC22A5	O76082	O76082	amphetamine_New_DrugBank	DB00182_DrugBank
amphetamine	DB00182	SLC6A3	Q01959	Q01959	amphetamine_New_DrugBank	DB00182_DrugBank
amphetamine	DB00182	SLC6A2	P23975	P23975	amphetamine_New_DrugBank	DB00182_DrugBank
amphetamine	DB00182	SLC18A2	Q05940	Q05940	amphetamine_New_DrugBank	DB00182_DrugBank
amphetamine	DB00182	SLC6A4	P31645	P31645	amphetamine_New_DrugBank	DB00182_DrugBank
amphetamine	DB00182	TAAR1	Q96RJ0	Q96RJ0	amphetamine_New_DrugBank	DB00182_DrugBank
amphetamine	DB00182	MAOB	P27338	P27338	amphetamine_New_DrugBank	DB00182_DrugBank
salicylic acid	DB00936	SLC16A1	P53985	P53985	salicylic acid_New_DrugBank	DB00936_DrugBank
salicylic acid	DB00936	SLCO2B1	O94956	O94956	salicylic acid_New_DrugBank	DB00936_DrugBank
salicylic acid	DB00936	AKR1C1	Q04828	Q04828	salicylic acid_New_DrugBank	DB00936_DrugBank
salicylic acid	DB00936	PTGS1	P23219	P23219	salicylic acid_New_DrugBank	DB00936_DrugBank
salicylic acid	DB00936	SLC22A6	Q4U2R8	Q4U2R8	salicylic acid_New_DrugBank	DB00936_DrugBank
salicylic acid	DB00936	PTGS2	P35354	P35354	salicylic acid_New_DrugBank	DB00936_DrugBank
salicylic acid	DB00936	CYP2C9	P11712	P11712	salicylic acid_New_DrugBank	DB00936_DrugBank
salicylic acid	DB00936	SLC22A11	Q9NSA0	Q9NSA0	salicylic acid_New_DrugBank	DB00936_DrugBank
salicylic acid	DB00936	ALB	P02768	P02768	salicylic acid_New_DrugBank	DB00936_DrugBank
salicylic acid	DB00936	SLC22A8	Q8TCC7	Q8TCC7	salicylic acid_New_DrugBank	DB00936_DrugBank
salicylic acid	DB00936	SLC22A7	Q9Y694	Q9Y694	salicylic acid_New_DrugBank	DB00936_DrugBank
axitinib	DB06626	CYP3A4	P08684	P08684	axitinib_New_DrugBank	DB06626_DrugBank
axitinib	DB06626	UGT1A1	P22309	P22309	axitinib_New_DrugBank	DB06626_DrugBank
axitinib	DB06626	FLT4	P35916	P35916	axitinib_New_DrugBank	DB06626_DrugBank
axitinib	DB06626	SLCO1B1	Q9Y6L6	Q9Y6L6	axitinib_New_DrugBank	DB06626_DrugBank
axitinib	DB06626	CYP2C19	P33261	P33261	axitinib_New_DrugBank	DB06626_DrugBank
axitinib	DB06626	ABCB1	P08183	P08183	axitinib_New_DrugBank	DB06626_DrugBank
axitinib	DB06626	CYP1A2	P05177	P05177	axitinib_New_DrugBank	DB06626_DrugBank
axitinib	DB06626	CYP3A5	P20815	P20815	axitinib_New_DrugBank	DB06626_DrugBank
axitinib	DB06626	KDR	P35968	P35968	axitinib_New_DrugBank	DB06626_DrugBank
axitinib	DB06626	FLT1	P17948	P17948	axitinib_New_DrugBank	DB06626_DrugBank
oxaliplatin	DB00526	ABCG2	Q9UNQ0	Q9UNQ0	oxaliplatin_New_DrugBank	DB00526_DrugBank
oxaliplatin	DB00526	GSTM1	P09488	P09488	oxaliplatin_New_DrugBank	DB00526_DrugBank
oxaliplatin	DB00526	MT1A	P04731	P04731	oxaliplatin_New_DrugBank	DB00526_DrugBank
oxaliplatin	DB00526	SOD1	P00441	P00441	oxaliplatin_New_DrugBank	DB00526_DrugBank
oxaliplatin	DB00526	MT2A	P02795	P02795	oxaliplatin_New_DrugBank	DB00526_DrugBank
oxaliplatin	DB00526	MPO	P05164	P05164	oxaliplatin_New_DrugBank	DB00526_DrugBank
oxaliplatin	DB00526	GSTP1	P09211	P09211	oxaliplatin_New_DrugBank	DB00526_DrugBank
oxaliplatin	DB00526	NQO1	P15559	P15559	oxaliplatin_New_DrugBank	DB00526_DrugBank
oxaliplatin	DB00526	GSTT1	P30711	P30711	oxaliplatin_New_DrugBank	DB00526_DrugBank
oxaliplatin	DB00526	ABCC2	Q92887	Q92887	oxaliplatin_New_DrugBank	DB00526_DrugBank
acetazolamide	DB00819	CYP3A4	P08684	P08684	acetazolamide_New_DrugBank	DB00819_DrugBank
acetazolamide	DB00819	CA4	P22748	P22748	acetazolamide_New_DrugBank	DB00819_DrugBank
acetazolamide	DB00819	AQP1	P29972	P29972	acetazolamide_New_DrugBank	DB00819_DrugBank
acetazolamide	DB00819	CA3	P07451	P07451	acetazolamide_New_DrugBank	DB00819_DrugBank
acetazolamide	DB00819	CA2	P00918	P00918	acetazolamide_New_DrugBank	DB00819_DrugBank
acetazolamide	DB00819	CA1	P00915	P00915	acetazolamide_New_DrugBank	DB00819_DrugBank
acetazolamide	DB00819	CA12	O43570	O43570	acetazolamide_New_DrugBank	DB00819_DrugBank
acetazolamide	DB00819	SLC22A6	Q4U2R8	Q4U2R8	acetazolamide_New_DrugBank	DB00819_DrugBank
acetazolamide	DB00819	CA7	P43166	P43166	acetazolamide_New_DrugBank	DB00819_DrugBank
acetazolamide	DB00819	CA14	Q9ULX7	Q9ULX7	acetazolamide_New_DrugBank	DB00819_DrugBank
oxcarbazepine	DB00776	AKR1C2	P52895	P52895	oxcarbazepine_New_DrugBank	DB00776_DrugBank
oxcarbazepine	DB00776	CYP3A4	P08684	P08684	oxcarbazepine_New_DrugBank	DB00776_DrugBank
oxcarbazepine	DB00776	CBR1	P16152	P16152	oxcarbazepine_New_DrugBank	DB00776_DrugBank
oxcarbazepine	DB00776	AKR1C4	P17516	P17516	oxcarbazepine_New_DrugBank	DB00776_DrugBank
oxcarbazepine	DB00776	CYP2C19	P33261	P33261	oxcarbazepine_New_DrugBank	DB00776_DrugBank
oxcarbazepine	DB00776	ABCB1	P08183	P08183	oxcarbazepine_New_DrugBank	DB00776_DrugBank
oxcarbazepine	DB00776	AKR1C3	P42330	P42330	oxcarbazepine_New_DrugBank	DB00776_DrugBank
oxcarbazepine	DB00776	CYP3A5	P20815	P20815	oxcarbazepine_New_DrugBank	DB00776_DrugBank
oxcarbazepine	DB00776	AKR1C1	Q04828	Q04828	oxcarbazepine_New_DrugBank	DB00776_DrugBank
oxcarbazepine	DB00776	ALB	P02768	P02768	oxcarbazepine_New_DrugBank	DB00776_DrugBank
cyproheptadine	DB00434	HRH2	P25021	P25021	cyproheptadine_New_DrugBank	DB00434_DrugBank
cyproheptadine	DB00434	CHRM2	P08172	P08172	cyproheptadine_New_DrugBank	DB00434_DrugBank
cyproheptadine	DB00434	CHRM3	P20309	P20309	cyproheptadine_New_DrugBank	DB00434_DrugBank
cyproheptadine	DB00434	HTR2B	P41595	P41595	cyproheptadine_New_DrugBank	DB00434_DrugBank
cyproheptadine	DB00434	HRH1	P35367	P35367	cyproheptadine_New_DrugBank	DB00434_DrugBank
cyproheptadine	DB00434	CHRM1	P11229	P11229	cyproheptadine_New_DrugBank	DB00434_DrugBank
cyproheptadine	DB00434	HTR2C	P28335	P28335	cyproheptadine_New_DrugBank	DB00434_DrugBank
cyproheptadine	DB00434	HTR2A	P28223	P28223	cyproheptadine_New_DrugBank	DB00434_DrugBank
cyproheptadine	DB00434	HTR7	P34969	P34969	cyproheptadine_New_DrugBank	DB00434_DrugBank
cyproheptadine	DB00434	ALB	P02768	P02768	cyproheptadine_New_DrugBank	DB00434_DrugBank
ifosfamide	DB01181	CYP3A4	P08684	P08684	ifosfamide_New_DrugBank	DB01181_DrugBank
ifosfamide	DB01181	CYP2C8	P10632	P10632	ifosfamide_New_DrugBank	DB01181_DrugBank
ifosfamide	DB01181	CYP2C19	P33261	P33261	ifosfamide_New_DrugBank	DB01181_DrugBank
ifosfamide	DB01181	CYP2A6	P11509	P11509	ifosfamide_New_DrugBank	DB01181_DrugBank
ifosfamide	DB01181	CYP3A5	P20815	P20815	ifosfamide_New_DrugBank	DB01181_DrugBank
ifosfamide	DB01181	PTGS1	P23219	P23219	ifosfamide_New_DrugBank	DB01181_DrugBank
ifosfamide	DB01181	NR1I2	O75469	O75469	ifosfamide_New_DrugBank	DB01181_DrugBank
ifosfamide	DB01181	CYP2C9	P11712	P11712	ifosfamide_New_DrugBank	DB01181_DrugBank
ifosfamide	DB01181	CYP2C18	P33260	P33260	ifosfamide_New_DrugBank	DB01181_DrugBank
ifosfamide	DB01181	CYP2B6	P20813	P20813	ifosfamide_New_DrugBank	DB01181_DrugBank
erythromycin	DB00199	SLCO1B3	Q9NPD5	Q9NPD5	erythromycin_New_DrugBank	DB00199_DrugBank
erythromycin	DB00199	KCNH2	Q12809	Q12809	erythromycin_New_DrugBank	DB00199_DrugBank
erythromycin	DB00199	CYP3A4	P08684	P08684	erythromycin_New_DrugBank	DB00199_DrugBank
erythromycin	DB00199	SLCO1B1	Q9Y6L6	Q9Y6L6	erythromycin_New_DrugBank	DB00199_DrugBank
erythromycin	DB00199	ABCB1	P08183	P08183	erythromycin_New_DrugBank	DB00199_DrugBank
erythromycin	DB00199	CYP3A5	P20815	P20815	erythromycin_New_DrugBank	DB00199_DrugBank
erythromycin	DB00199	CYP3A7	P24462	P24462	erythromycin_New_DrugBank	DB00199_DrugBank
erythromycin	DB00199	MLNR	O43193	O43193	erythromycin_New_DrugBank	DB00199_DrugBank
erythromycin	DB00199	ABCB11	O95342	O95342	erythromycin_New_DrugBank	DB00199_DrugBank
erythromycin	DB00199	ABCC2	Q92887	Q92887	erythromycin_New_DrugBank	DB00199_DrugBank
butalbital	DB00241	CHRNA7	P36544	P36544	butalbital_New_DrugBank	DB00241_DrugBank
butalbital	DB00241	CHRNA4	P43681	P43681	butalbital_New_DrugBank	DB00241_DrugBank
butalbital	DB00241	GABRA6	Q16445	Q16445	butalbital_New_DrugBank	DB00241_DrugBank
butalbital	DB00241	GRIK2	Q13002	Q13002	butalbital_New_DrugBank	DB00241_DrugBank
butalbital	DB00241	GABRA3	P34903	P34903	butalbital_New_DrugBank	DB00241_DrugBank
butalbital	DB00241	GABRA2	P47869	P47869	butalbital_New_DrugBank	DB00241_DrugBank
butalbital	DB00241	GABRA4	P48169	P48169	butalbital_New_DrugBank	DB00241_DrugBank
butalbital	DB00241	GRIA2	P42262	P42262	butalbital_New_DrugBank	DB00241_DrugBank
butalbital	DB00241	GABRA1	P14867	P14867	butalbital_New_DrugBank	DB00241_DrugBank
butalbital	DB00241	GABRA5	P31644	P31644	butalbital_New_DrugBank	DB00241_DrugBank
biotin	DB00121	SLC5A6	Q9Y289	Q9Y289	biotin_New_DrugBank	DB00121_DrugBank
biotin	DB00121	PCCA	P05165	P05165	biotin_New_DrugBank	DB00121_DrugBank
biotin	DB00121	ACACB	O00763	O00763	biotin_New_DrugBank	DB00121_DrugBank
biotin	DB00121	MCCC2	Q9HCC0	Q9HCC0	biotin_New_DrugBank	DB00121_DrugBank
biotin	DB00121	CYP1B1	Q16678	Q16678	biotin_New_DrugBank	DB00121_DrugBank
biotin	DB00121	MCCC1	Q96RQ3	Q96RQ3	biotin_New_DrugBank	DB00121_DrugBank
biotin	DB00121	HLCS	P50747	P50747	biotin_New_DrugBank	DB00121_DrugBank
biotin	DB00121	PCCB	P05166	P05166	biotin_New_DrugBank	DB00121_DrugBank
biotin	DB00121	ACACA	Q13085	Q13085	biotin_New_DrugBank	DB00121_DrugBank
biotin	DB00121	PC	P11498	P11498	biotin_New_DrugBank	DB00121_DrugBank
ibutilide	DB00308	KCNH6	Q9H252	Q9H252	ibutilide_New_DrugBank	DB00308_DrugBank
ibutilide	DB00308	KCNK1	O00180	O00180	ibutilide_New_DrugBank	DB00308_DrugBank
ibutilide	DB00308	KCNK6	Q9Y257	Q9Y257	ibutilide_New_DrugBank	DB00308_DrugBank
ibutilide	DB00308	CACNG1	Q06432	Q06432	ibutilide_New_DrugBank	DB00308_DrugBank
ibutilide	DB00308	KCNH7	Q9NS40	Q9NS40	ibutilide_New_DrugBank	DB00308_DrugBank
ibutilide	DB00308	CACNB1	Q02641	Q02641	ibutilide_New_DrugBank	DB00308_DrugBank
ibutilide	DB00308	KCNJ11	Q14654	Q14654	ibutilide_New_DrugBank	DB00308_DrugBank
ibutilide	DB00308	KCNH2	Q12809	Q12809	ibutilide_New_DrugBank	DB00308_DrugBank
ibutilide	DB00308	CACNA1C	Q13936	Q13936	ibutilide_New_DrugBank	DB00308_DrugBank
ibutilide	DB00308	CACNA2D1	P54289	P54289	ibutilide_New_DrugBank	DB00308_DrugBank
amiloride	DB00594	SCNN1A	P37088	P37088	amiloride_New_DrugBank	DB00594_DrugBank
amiloride	DB00594	AOC1	P19801	P19801	amiloride_New_DrugBank	DB00594_DrugBank
amiloride	DB00594	SLC9A1	P19634	P19634	amiloride_New_DrugBank	DB00594_DrugBank
amiloride	DB00594	ASIC2	Q16515	Q16515	amiloride_New_DrugBank	DB00594_DrugBank
amiloride	DB00594	SLC22A4	Q9H015	Q9H015	amiloride_New_DrugBank	DB00594_DrugBank
amiloride	DB00594	SCNN1D	P51172	P51172	amiloride_New_DrugBank	DB00594_DrugBank
amiloride	DB00594	PLAU	P00749	P00749	amiloride_New_DrugBank	DB00594_DrugBank
amiloride	DB00594	SCNN1B	P51168	P51168	amiloride_New_DrugBank	DB00594_DrugBank
amiloride	DB00594	SCNN1G	P51170	P51170	amiloride_New_DrugBank	DB00594_DrugBank
amiloride	DB00594	ASIC1	P78348	P78348	amiloride_New_DrugBank	DB00594_DrugBank
fingolimod	DB08868	S1PR4	O95977	O95977	fingolimod_New_DrugBank	DB08868_DrugBank
fingolimod	DB08868	ABCC1	P33527	P33527	fingolimod_New_DrugBank	DB08868_DrugBank
fingolimod	DB08868	SLC1A3	P43003	P43003	fingolimod_New_DrugBank	DB08868_DrugBank
fingolimod	DB08868	HDAC1	Q13547	Q13547	fingolimod_New_DrugBank	DB08868_DrugBank
fingolimod	DB08868	ABCB1	P08183	P08183	fingolimod_New_DrugBank	DB08868_DrugBank
fingolimod	DB08868	S1PR3	Q99500	Q99500	fingolimod_New_DrugBank	DB08868_DrugBank
fingolimod	DB08868	SLC1A2	P43004	P43004	fingolimod_New_DrugBank	DB08868_DrugBank
fingolimod	DB08868	CYP2E1	P05181	P05181	fingolimod_New_DrugBank	DB08868_DrugBank
fingolimod	DB08868	S1PR1	P21453	P21453	fingolimod_New_DrugBank	DB08868_DrugBank
fingolimod	DB08868	S1PR5	Q9H228	Q9H228	fingolimod_New_DrugBank	DB08868_DrugBank
lindane	DB00431	GLRA1	P23415	P23415	lindane_New_DrugBank	DB00431_DrugBank
lindane	DB00431	GLRB	P48167	P48167	lindane_New_DrugBank	DB00431_DrugBank
lindane	DB00431	GABRR1	P24046	P24046	lindane_New_DrugBank	DB00431_DrugBank
lindane	DB00431	GABRB1	P18505	P18505	lindane_New_DrugBank	DB00431_DrugBank
lindane	DB00431	GLRA2	P23416	P23416	lindane_New_DrugBank	DB00431_DrugBank
lindane	DB00431	PGR	P06401	P06401	lindane_New_DrugBank	DB00431_DrugBank
lindane	DB00431	NR1I2	O75469	O75469	lindane_New_DrugBank	DB00431_DrugBank
lindane	DB00431	GABRB3	P28472	P28472	lindane_New_DrugBank	DB00431_DrugBank
lindane	DB00431	ESR1	P03372	P03372	lindane_New_DrugBank	DB00431_DrugBank
lindane	DB00431	GLRA3	O75311	O75311	lindane_New_DrugBank	DB00431_DrugBank
donepezil	DB00843	ABCG2	Q9UNQ0	Q9UNQ0	donepezil_New_DrugBank	DB00843_DrugBank
donepezil	DB00843	CYP3A4	P08684	P08684	donepezil_New_DrugBank	DB00843_DrugBank
donepezil	DB00843	BCHE	P06276	P06276	donepezil_New_DrugBank	DB00843_DrugBank
donepezil	DB00843	CYP2D6	P10635	P10635	donepezil_New_DrugBank	DB00843_DrugBank
donepezil	DB00843	NOS1	P29475	P29475	donepezil_New_DrugBank	DB00843_DrugBank
donepezil	DB00843	ACHE	P22303	P22303	donepezil_New_DrugBank	DB00843_DrugBank
donepezil	DB00843	HTR2A	P28223	P28223	donepezil_New_DrugBank	DB00843_DrugBank
donepezil	DB00843	CYP2C9	P11712	P11712	donepezil_New_DrugBank	DB00843_DrugBank
donepezil	DB00843	TNFAIP6	P98066	P98066	donepezil_New_DrugBank	DB00843_DrugBank
donepezil	DB00843	IL1B	P01584	P01584	donepezil_New_DrugBank	DB00843_DrugBank
topiramate	DB00273	CYP3A4	P08684	P08684	topiramate_New_DrugBank	DB00273_DrugBank
topiramate	DB00273	CA4	P22748	P22748	topiramate_New_DrugBank	DB00273_DrugBank
topiramate	DB00273	CA3	P07451	P07451	topiramate_New_DrugBank	DB00273_DrugBank
topiramate	DB00273	CYP2C19	P33261	P33261	topiramate_New_DrugBank	DB00273_DrugBank
topiramate	DB00273	ABCB1	P08183	P08183	topiramate_New_DrugBank	DB00273_DrugBank
topiramate	DB00273	CA2	P00918	P00918	topiramate_New_DrugBank	DB00273_DrugBank
topiramate	DB00273	CA1	P00915	P00915	topiramate_New_DrugBank	DB00273_DrugBank
