Drug,Targets
"n-methyl-n-[3-(6-phenyl[1,2,4]triazolo[4,3-b]pyridazin-3-yl)phenyl]acetamide",[]
n-formylpiperidine,['ADH1C']
carbazole butanoic acid,['FABP4']
adenosine-5'-propylphosphate,[]
bromopurine,[]
n-acetyl-n'-beta-d-glucopyranosyl urea,['PYGM']
triazolopyrimidine,['CDK2']
"5-(4-methyl-benzoylamino)-biphenyl-3,4'-dicarboxylic acid 3-dimethylamide-4'-hydroxyamide",['HDAC8']
sulfamerazine,['ALB']
estrone,"['CYP1A2', 'ABCB1', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'ALB', 'CYP4A11', 'CYP3A5', 'SLCO1A2', 'ABCG2', 'SLCO1B1', 'CYP1B1', 'CYP1A1', 'CYP2B6', 'SLCO2B1', 'ESR1']"
5-iodouracil,['DPYD']
nanaomycin d,[]
clodronate,"['PTGS2', 'SLC25A4', 'SLC25A5', 'SLC25A6']"
(s)-n-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,"['F2', 'PRSS1']"
"2-(1h-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",['HSP90AA1']
n-ethyl-5'-carboxamido adenosine,['HSP90B1']
"n-(dibenzo[b,d]thiophen-3-ylsulfonyl)-l-valine",['MMP12']
d-[(amino)carbonyl]phenylalanine,['CPA1']
1-deoxy-1-methoxycarbamido-beta-d-glucopyranose,['PYGM']
acetylcholine,"['CYP2D6', 'ACHE', 'SLC22A1', 'SLC22A5']"
oxtriphylline,"['CYP1A2', 'ADORA1', 'ADORA2A', 'HDAC2', 'PDE3A', 'PDE4A']"
beta-d-fructopyranose,[]
ranibizumab,['VEGFA']
"1,4-dideoxy-5-dehydro-o2-sulfo-glucuronic acid","['FGF2', 'HS3ST3A1', 'ANXA5']"
triazolopyridine,['MAPK14']
aeruginosin 98-b,['PRSS1']
mk-8931,['BACE1']
hy10275,"['HRH1', 'HTR2A']"
2-ethoxyethanol,['ADH1C']
4-(5-benzenesulfonylamino-1-methyl-1h-benzoimidazol-2-ylmethyl)-benzamidine,['F2']
3-hydroxybutyryl-coenzyme a,['HADH']
3-(4-benzenesulfonyl-thiophene-2-sulfonylamino)-phenylboronic acid,[]
6-[n-(4-(aminomethyl)phenyl)carbamyl]-2-naphthalenecarboxamidine,['PLAU']
"1-[4-(aminosulfonyl)phenyl]-1,6-dihydropyrazolo[3,4-e]indazole-3-carboxamide","['CDK2', 'CCNA2']"
4-carboxycinnamic acid,"['HBA2', 'HBB']"
edotecarin,['TOP1']
sulconazole,"['CYP1A2', 'CYP2D6', 'CYP2C9']"
5-cyano-furan-2-carboxylic acid [5-hydroxymethyl-2-(4-methyl-piperidin-1-yl)-phenyl]-amide,['CSF1R']
glutathione sulfinate,['GSTK1']
inhibitor of p38 kinase,['MAPK14']
"5,6-diphenyl-n-(2-piperazin-1-ylethyl)furo[2,3-d]pyrimidin-4-amine",['LCK']
sulfacytine,[]
"2-[4-(4-hydroxy-3-isopropyl-phenoxy)-3,5-dimethyl-phenyl]-2h-[1,2,4]triazine-3,5-dione",['THRB']
n-(2-aminoethyl)-5-chloroisoquinoline-8-sulfonamide,['CSNK1G2']
allolactose,[]
"l-alanyl-n-[(1s,2r)-1-benzyl-2-hydroxypropyl]-l-alaninamide",['KLK7']
diphenhydramine,"['CYP1A2', 'CYP2D6', 'PTGS1', 'CYP2C9', 'CYP2C18', 'CYP2C19', 'SLC22A2', 'SLC22A1', 'SLC22A5', 'CYP2B6', 'CHRM2', 'HRH1']"
"(4z)-6-bromo-4-({[4-(pyrrolidin-1-ylmethyl)phenyl]amino}methylidene)isoquinoline-1,3(2h,4h)-dione",['IGF1R']
"2-amino-3-(3-hydroxy-7,8-dihydro-6h-cyclohepta[d]-4-isoxazolyl)propionic acid",['GRIA2']
conjugated equine estrogens,"['CYP1A2', 'ABCB1', 'CYP3A4', 'ABCC2', 'ABCC3', 'ABCC1', 'SLCO1A2', 'SLC10A1', 'SLC22A6', 'ABCG2', 'SLCO1B1', 'COMT', 'SLC22A8', 'ABCC4', 'ABCC11', 'SLC22A11', 'SLCO2B1', 'SLCO1B3', 'SLCO1C1', 'ESR1', 'SLCO4A1', 'SLC51A', 'SLCO3A1']"
cetirizine,['HRH1']
thiethylperazine,"['DRD2', 'DRD1', 'DRD4']"
"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12h)-one",['MAP3K9']
"6-(2-fluorophenyl)-n-(pyridin-3-ylmethyl)imidazo[1,2-a]pyrazin-8-amine",['CDK2']
s-p-nitrobenzyloxycarbonylglutathione,['GLO1']
sitagliptin,"['ABCB1', 'CYP3A4', 'CYP2C8', 'DPP4']"
sphingosine,"['ABCB1', 'GLTP', 'PVR']"
phenylalanylmethane,['CMA1']
trifluoromethionine,[]
3-deazacytidine,[]
"5-(aminocarbonyl)-1,1':4',1''-terphenyl-3-carboxylicacid",['DHODH']
beta-d-galactopyranosyl-(1->4)-beta-d-galactopyranose,[]
fidarestat,['AKR1B1']
2-amino-4-mercapto-butyric acid,[]
latanoprost,"['SLC22A1', 'SLCO2B1', 'PTGFR']"
propranolol,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C19', 'CYP3A5', 'SLC22A2', 'CYP1A1', 'ADRB1', 'ADRB2', 'HTR1B', 'HTR1A', 'ORM1', 'ADRB3']"
"(2s)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile",['PIM1']
(3r)-3-ethyl-n-[(4-methylphenyl)sulfonyl]-l-aspartic acid,['CELA1']
org-34517,['NR3C1']
"(1r)-2-{[amino(imino)methyl]amino}-1-{4-[(4r)-4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl]phenyl}ethyl nicotinate",['F11']
haloperidol,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'UGT1A9', 'CYP2C19', 'CYP3A5', 'GRIN2B', 'CYP1A1', 'DRD2', 'HTR2A', 'DRD1', 'DRD3', 'CBR1']"
diphenylacetic acid,['CTSB']
apd791,['HTR2A']
"2-methyl-3,5,7,8-tetrahydro-4h-thiopyrano[4,3-d]pyrimidin-4-one",['PARP3']
ph-284,"['AVPR1A', 'AVPR1B']"
"1-alpha, 25-dihydroxyl-20-epi-22-oxa-24, 26 ,27-trihomovitamin d3",['VDR']
n-{3-[(4-{[3-(trifluoromethyl)phenyl]amino}pyrimidin-2-yl)amino]phenyl}cyclopropanecarboxamide,['AURKA']
atazanavir,"['CYP1A2', 'ABCB1', 'CYP3A4', 'CYP2C9', 'ABCC1']"
(r)-mesopram,['PDE4B']
mln-518,"['FLT3', 'PDGFD']"
fr233623,['ADA']
"6-[3-(4-morpholinyl)propyl]-2-(3-nitrophenyl)-5-thioxo-5,6,-dihydro-7h-thienol[2',3':4,5]pyrrolo[1,2-c]imidazol-7-one",['TNFRSF1A']
gibberellin a3,[]
"4-{[1-methyl-2,4-dioxo-6-(3-phenylprop-1-yn-1-yl)-1,4-dihydroquinazolin-3(2h)-yl]methyl}benzoic acid",['MMP13']
2'-o-acetyl adenosine-5-diphosphoribose,['SIRT5']
mequitazine,"['CYP2D6', 'CYP3A4', 'HRH1']"
3'-1-carboxy-1-phosphonooxy-ethoxy-uridine-diphosphate-n-acetylglucosamine,[]
"(2s,3s)-3-formyl-2-({[(4-nitrophenyl)sulfonyl]amino}methyl)pentanoic acid",['CELA1']
ramelteon,"['CYP1A2', 'CYP3A4', 'CYP2C19', 'MTNR1A', 'MTNR1B']"
diprenorphine,"['OPRM1', 'OPRK1', 'OPRD1', 'TRIM13']"
phosphoribosyl atp,[]
2-bromoacetyl group,['PTGS1']
5-phospho-d-arabinohydroxamic acid,['GPI']
6-hydroxyuridine-5'-phosphate,['UMPS']
isatoribine,['TLR7']
gramicidin d,['ABCB1']
r673,['TACR1']
talbutal,"['GRIA2', 'GRIK2', 'CHRNA4', 'CHRNA7', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6']"
9-deazaadenine,['APRT']
"(5e)-14-chloro-15,17-dihydroxy-4,7,8,9,10,11-hexahydro-2-benzoxacyclopentadecine-1,12(3h,13h)-dione",['HSP90AB1']
insm-18,"['EGFR', 'IGF1R']"
"2-amino-n,3,3-trimethylbutanamide",['MMP9']
vir201,['IFNG']
aminopterin,"['DHFR', 'SLC46A1']"
1-(2-fluorobenzyl)-3-butyl-8-(n-acetyl-4-aminobenzyl)-xanthine,['PCK1']
"2-(4-fluorophenyl)-n-{[3-fluoro-4-(1h-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",['MET']
risperidone,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP3A5', 'DRD2', 'HTR2C', 'ADRA1A', 'ADRA1B', 'HRH1', 'HTR1D', 'HTR1A', 'HTR2A', 'DRD1', 'DRD3', 'DRD4', 'ADRA2A', 'ADRA2B', 'ADRA2C']"
aleglitazar,"['PPARG', 'PPARA', 'NCOA1']"
{4-[2-benzyl-3-methoxy-2-(methoxycarbonyl)-3-oxopropyl]phenyl}sulfamic acid,['PTPRB']
"4-o-(4,6-dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-beta-d-lyxo-hexopyranosyl)-alpha-d-erythro-hexopyranose","['AMY2A', 'AMY2A']"
zidovudine,"['ABCB1', 'CYP3A4', 'CYP2C9', 'ALB', 'CYP2C19', 'CYP2C8', 'SLC22A6', 'ABCG2', 'SLC22A2', 'SLC22A8', 'ABCC4', 'ABCC5', 'SLC22A11', 'CYP2A6', 'UGT2B7', 'TK1', 'SLC28A1', 'SLC29A2', 'TERT']"
clobetasol propionate,"['CYP1A2', 'CYP1A1', 'NR3C1']"
"(5r,6e,8z,11z,14z,17z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid",['PPARG']
"beta-dadf, msa, multisubstrate adduct inhibitor",['ATIC']
glipizide,"['CYP3A4', 'CYP2C9', 'PPARG', 'ABCC8']"
tyramine,['SLC22A3']
"(2s)-1-[4-({6-[(2,6-difluorophenyl)amino]pyrimidin-4-yl}amino)phenoxy]-3-(dimethylamino)propan-2-ol",['CDK2']
ct-011,['PDCD1']
4-carboxy-4-aminobutanal,[]
halcinonide,['SMO']
anisomycin,"['RPL10L', 'RPL13A', 'RPL23', 'RPL15', 'RPL19', 'RPL23A', 'RSL24D1', 'RPL26L1', 'RPL8', 'RPL37', 'RPL3', 'RPL11', 'SNU13']"
(1r)-2-methyl-1-(phenylmethyl)propyl[(1s)-1-formylpentyl]carbamate,['CTSK']
triclosan,[]
"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",['PIM1']
"8,9,10-trihydroxy-7-hydroxymethyl-2-thioxo-6-oxa-1,3-diaza-spiro[4.5]decan-4-one",['PYGM']
plasmin,"['SERPINE1', 'PLAU']"
bis(5-amidino-2-benzimidazolyl)methanone,['PRSS1']
5-fluorouridine,[]
platensimycin,[]
"6,7-dimethoxy-4-[(3r)-3-(quinoxalin-2-yloxy)pyrrolidin-1-yl]quinazoline",['PDE10A']
6-hydroxymethylpterin,[]
"(10r)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8h-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one",['MAPKAPK2']
lysine nz-carboxylic acid,['CDK2']
fingolimod,"['CYP2D6', 'CYP3A4', 'CYP2E1', 'S1PR5', 'CYP4F2', 'SPHK1', 'CYP4F12']"
ribostamycin,['P4HB']
methsuximide,"['CYP2C19', 'CACNA1G']"
"[2-(5-mercapto-[1,3,4]thiadiazol-2-ylcarbamoyl)-1-phenyl-ethyl]-carbamic acid benzyl ester",['MMP3']
"ethyl 3-[(e)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1h-indole-2-carboxylate","['CLK1', 'CLK3']"
"1-cyclopentyl-3-(1h-pyrrolo[2,3-b]pyridin-5-yl)-1h-pyrazolo[3,4-d]pyrimidin-4-amine",['SRC']
sf1126,"['PRKDC', 'MTOR', 'PIK3R1', 'PIK3R2', 'PIK3R3']"
famciclovir,"['CYP3A4', 'AOX1']"
magnesium,['ATP1A1']
[1-(1-benzyl-3-hydroxy-2-oxo-propylcarbamoyl)-2-phenyl-ethyl]-carbamic acid benzyl ester,['CTSF']
"1-(5-oxo-2,3,5,9b-tetrahydro-1h-pyrrolo[2,1-a]isoindol-9-yl)-3-(5-pyrrolidin-2-yl-1h-pyrazol-3-yl)-urea",['CDK2']
4-[4-(1-amino-1-methylethyl)phenyl]-5-chloro-n-[4-(2-morpholin-4-ylethyl)phenyl]pyrimidin-2-amine,['FGFR2']
"8-(2-chlorophenylamino)-2-(2,6-difluorophenylamino)-9-ethyl-9h-purine-1,7-diium",['MAPK14']
ghavamiol,['MAN2A1']
quetiapine,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C19', 'CYP3A5', 'DRD2', 'CHRM3', 'CHRM1', 'HTR2C', 'CHRM2', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'HRH1', 'HTR1D', 'HTR1B', 'HTR1A', 'HTR1E', 'HTR7', 'HTR2A', 'DRD1', 'DRD5', 'DRD3', 'DRD4', 'HTR3A', 'HTR6', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'CHRM4', 'CHRM5']"
xanthine,[]
mannitol,['ABCB1']
3-(7-diaminomethyl-naphthalen-2-yl)-propionic acid ethyl ester,['F2']
7-methylguanosine,[]
canaline,['OAT']
indolylpropionic acid,['PLA2G2E']
4-methoxyamphetamine,"['CYP2D6', 'MAOA', 'SLC6A4', 'SLC18A2', 'SLC6A3', 'MAOB', 'ADRA1A', 'ADRA2A']"
denileukin diftitox,"['IL2RA', 'IL2RB', 'IL2RG']"
ketazolam,"['ABCB1', 'CYP3A4', 'ALB', 'TSPO', 'GABRA1', 'GABRB1', 'GABRG1', 'GABRD']"
idd594,['AKR1B1']
"4'-fluoro-1,1'-biphenyl-4-carboxylic acid",['BCL2L1']
foscarnet,"['SLC22A6', 'SLC16A1']"
"(1s)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid",['MMP8']
imipenem,[]
hydroxy-phenyl-acetic acid 8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl ester,"['CES1', 'CES1']"
"5-[(3r)-3-(5-methoxy-4'-methylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",['DHFR']
alpha-ketomalonic acid,['ME2']
7-[(3-chlorobenzyl)oxy]-4-[(methylamino)methyl]-2h-chromen-2-one,['MAOB']
3-thiaoctanoyl-coenzyme a,['ACADM']
"4-[(3-chloro-4-{[(2r)-3,3,3-trifluoro-2-hydroxy-2-methylpropanoyl]amino}phenyl)sulfonyl]-n,n-dimethylbenzamide",['PDK1']
4'-deoxy-4'-acetylyamino-pyridoxal-5'-phosphate,['GOT2']
adenosine phosphonoacetic acid,['NME1']
"3-[2-bromo-4-(1h-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-methylbenzonitrile",[]
zomepirac,"['CYP3A4', 'PTGDR2']"
"2,3-difluorobenzyl alcohol",['ADH1C']
3-[5-(1h-imidazol-1-yl)-7-methyl-1h-benzimidazol-2-yl]-4-[(pyridin-2-ylmethyl)amino]pyridin-2(1h)-one,['IGF1R']
para-coumaric acid,['PTGR1']
flavopiridol,"['EGFR', 'ABCG2', 'PYGM', 'CDK2', 'CDK5', 'CDK1', 'CDK7', 'CDK4', 'CDK9', 'CDK6', 'CDK8']"
adenosine-5-diphosphoribose,"['GAPDH', 'EEF2', 'SIRT5', 'SIRT3']"
nbi-56418,['GNRHR']
gallium citrate ga-67,"['FTH1', 'FTL']"
1-[2-(3-biphenyl)-4-methylvaleryl)]amino-3-(2-pyridylsulfonyl)amino-2-propanone,['CTSK']
5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine,['AMD1']
palmitic acid,"['ABCB1', 'ALB', 'CYP2C8', 'FABP2', 'RHO', 'PMP2', 'PPT1', 'FABP4', 'PAEP', 'FABP3', 'HNF4G', 'TRAPPC3', 'LALBA', 'FABP5']"
methohexital,['GABRA1']
[2(formyl-hydroxy-amino)-ethyl]-phosphonic acid,['TPI1']
clorobiocin,[]
modafinil,"['CYP1A2', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP3A5', 'CYP2B6', 'SLC6A3', 'ADRA1B']"
florbetaben (18f),"['CYP2J2', 'APP', 'CYP4F2']"
sodium phenylbutyrate,"['CYP1A2', 'CYP2D6']"
codeine,"['CYP2D6', 'CYP3A4', 'CYP3A5', 'SLC22A1', 'OPRM1', 'OPRK1', 'OPRD1', 'UGT2B7', 'UGT2B4']"
1-biphenyl-2-ylmethanamine,['DPP4']
6-hydroxy-6-methyl-heptan-3-one,[]
s-{3-[(4-anilinoquinazolin-6-yl)amino]-3-oxopropyl}-l-cysteine,['EGFR']
"m-(n,n,n-trimethylammonio)-2,2,2-trifluoro-1,1-dihydroxyethylbenzene",['ACHE']
y-700,['XDH']
dantrolene,"['CYP3A4', 'RYR1']"
amlexanox,"['FGF1', 'S100A12', 'S100A13', 'IL3']"
rifampicin,"['CYP1A2', 'ABCB1', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'ABCC2', 'ALB', 'CYP2C19', 'CYP4A11', 'CYP3A5', 'CYP2C8', 'ABCC3', 'ABCB11', 'ABCC1', 'SLCO1A2', 'SLCO1A2', 'SLCO1B1', 'SLCO1B1', 'ABCC5', 'NR1I2', 'CYP2B6', 'CYP2A6', 'UGT1A1', 'SLCO2B1', 'SLCO2B1', 'SLCO1B3', 'SLCO1B3', 'CYP3A43', 'CYP51A1']"
2-(4-dimethylaminophenyl)diazenylbenzoic acid,[]
nojirimycine tetrazole,"['PYGM', 'LCT']"
1-methylcytosine,[]
2-(4-hydroxy-5-phenyl-1h-pyrazol-3-yl)-1h-benzoimidazole-5-carboxamidine,"['F7', 'F3']"
sufentanil,"['CYP3A4', 'OPRM1', 'OPRK1', 'OPRD1']"
isochorismic acid,[]
"(1-hydroxyheptane-1,1-diyl)bis(phosphonic acid)",['GGPS1']
pralidoxime,"['BCHE', 'ACHE']"
"9-(4-hydroxyphenyl)-2,7-phenanthroline",['MAPK10']
l-serine,"['CBS', 'SPTLC2', 'AGXT', 'SPTLC1', 'SRR', 'SLC16A10', 'SARS']"
butylamine,[]
"9-hydroxy-6-(3-hydroxypropyl)-4-(2-methoxyphenyl)pyrrolo[3,4-c]carbazole-1,3(2h,6h)-dione",['WEE1']
phosphoaspartate,[]
(hydroxyethyloxy)tri(ethyloxy)octane,"['PNLIP', 'RHO', 'CLPS']"
aprindine,"['CYP2D6', 'SCN5A', 'ORM1', 'CALM3']"
n-[amino(imino)methyl]glycine,['GAMT']
guvacine,"['SLC6A1', 'SLC6A13', 'SLC6A12']"
mesoridazine,"['CYP2D6', 'DRD2', 'HTR2A']"
naphthalene trisulfonate,['FGF1']
"n,o-didansyl-l-tyrosine",[]
olmutinib,['EGFR']
adenosine monotungstate,['FHIT']
"4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2h)-one",['PARP3']
ulipristal,"['CYP1A2', 'ABCB1', 'CYP3A4', 'ALB', 'NR3C1', 'ORM1', 'PGR', 'AR']"
fluoro-willardiine,['GRIA2']
"6-hydroxy-1,3-benzothiazole-2-sulfonamide","['CA2', 'MIF']"
artemether,"['CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP3A5', 'CYP2B6']"
"4-(2,2,2-trifluoroethyl)-l-phenylalanine",['YARS']
"2,4,6-triaminoquinazoline",[]
d-eritadenine,['AHCY']
hydroxydimethylarsine oxide,"['NOS3', 'AKR1B1', 'GNAT1']"
4-amino-5-hydroxymethyl-2-methylpyrimidine,[]
4-(4-fluorophenyl)-1-cycloropropylmethyl-5-(4-pyridyl)-imidazole,['MAPK14']
histidyl-adenosine monophosphate,[]
"3,4-dihydro-2h-pyrrolium-5-carboxylate",['DAO']
fluorometholone,"['CYP3A4', 'NR3C1', 'SERPINA6']"
pirfenidone,['FURIN']
"3(s)-methylcarbamoyl-7-sulfoamino-3,4-dihydro-1h-isoquinoline-2-carboxylic acid tert-butyl ester",['PTPN1']
n-benzyl-4-sulfamoyl-benzamide,['CA2']
2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}ethenesulfonamide,"['F2', 'F10']"
dimethyl propionate ester heme,['CYB5A']
cabazitaxel,"['ABCB1', 'CYP3A4', 'CYP3A5', 'CYP2C8', 'ABCG2', 'SLCO1B1', 'SLCO1B3', 'TUBB1', 'TUBA4A']"
3'-thio-thymidine-5'-phosphate,['TOP2B']
ethyl carbamate,"['MPO', 'PLA2G4A', 'AOX1']"
dyphylline,"['PDE4B', 'PDE4D', 'ADORA1', 'ADORA2A', 'PDE4A', 'PDE4C', 'PDE7A', 'PDE7B']"
"2',3'-dideoxycytidine-5'-monophosphate",[]
wx-uk1,['PLAUR']
"bis-1,2-{[(z)-2-carboxy-2-methyl-1,3-dioxane]-5-yloxycarbamoyl}-ethane",['APCS']
13-acetylphorbol,['PRKCD']
rilonacept,"['IL1B', 'IL1A', 'IL1RN']"
"6-hydroxy-7,8-dihydro purine nucleoside",['ADA']
6((s)-3-benzylpiperazin-1-yl)-3-(naphthalen-2-yl)-4-(pyridin-4-yl)pyrazine,['MAPK14']
"2-[(2-chloro-4-iodophenyl)amino]-n-{[(2r)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide",['MAP2K1']
ixazomib,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP2C8', 'CYP2B6']"
"(3r)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5h-[1]benzothieno[3,2-e][1,4]diazepin-5-one","['CDK2', 'MAPKAPK2']"
halothane,"['CYP2D6', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'ALB', 'GRIN3B', 'GRIN2A', 'GRIN3A', 'GLRA1', 'MT-ND1', 'CYP2B6', 'CYP2A6', 'KCNN4', 'ATP2C1', 'ATP5D', 'GABRA1', 'KCNMA1', 'KCNK3', 'KCNK9', 'KCNJ3', 'KCNJ6', 'RHO', 'GNG2', 'NPSR1']"
l-citrulline,"['NOS3', 'NOS2', 'ASS1', 'ASS1', 'OTC', 'DDAH2', 'DDAH1', 'NOS1', 'PADI1', 'PADI3', 'PADI4']"
"1-(6-cyano-3-pyridylcarbonyl)-5',8'-difluorospiro[piperidine-4,2'(1'h)-quinazoline]-4'-amine",['NOS2']
nz-(1-carboxyethyl)-lysine,[]
crc200 (chiron-behring),['PRSS1']
6-fluoro-2-[2-hydroxy-3-(2-methyl-cyclohexyloxy)-phenyl]-1h-indole-5-carboxamidine,['PLAU']
heptyl 1-thiohexopyranoside,['RHO']
licofelone,"['PTGS2', 'CYP2C9', 'CYP2C8', 'ALOX5', 'CYP2J2', 'UGT1A3', 'PLA2G2E']"
methyl-2-s-(alpha-d-mannopyranosyl)-2-thio-alpha-d-mannopyranoside,['MAN1B1']
flucloxacillin,['CYP3A4']
carbobenzyloxy-(l)-leucinyl-(l)leucinyl methoxymethylketone,['CTSH']
"5-[[(2r)-2-cyclopropyl-7,8-dimethoxy-chroman-5-yl]methyl]pyrimidine-2,4-diamine",[]
lisuride,"['CYP2D6', 'CYP3A4', 'DRD2', 'HTR2C', 'HTR1D', 'HTR1B', 'HTR1A', 'HTR2B', 'HTR2A', 'DRD1', 'DRD5', 'DRD3', 'DRD4', 'ADRA2A', 'ADRA2B', 'ADRA2C']"
tetrahydrofuran-2-carboxylic acid,[]
thiopental,"['CYP3A4', 'CYP2E1', 'GRIA2', 'GRIK2', 'CHRNA4', 'CHRNA7', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'FAAH']"
2-chlorophenol,['MAPK14']
"n-(6,7,9,10,17,18,20,21-octahydrodibenzo[b,k][1,4,7,10,13,16]hexaoxacyclooctadecin-2-yl)acetamide",[]
"n-{(3r,4s)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-n'-(3-chlorobenzyl)ethane-1,2-diamine","['NOS3', 'NOS1']"
naphazoline,"['ADRA1A', 'ADRA2A']"
n-omega-propyl-l-arginine,"['NOS2', 'NOS1']"
"4-(1h-imidazol-4-yl)-3-(5-ethyl-2,4-dihydroxy-phenyl)-1h-pyrazole",['HSP90AA1']
gw 597599,['TACR1']
denosumab,['TNFSF11']
sertraline,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'MAOA', 'CYP2B6', 'SLC6A4', 'SLC6A3', 'MAOB']"
fumarate,"['ME2', 'FAH']"
barbituric acid derivative,"['GRIA2', 'GRIK2', 'CHRNA4', 'CHRNA7', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6']"
migalastat,['GLA']
mianserin,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2B6', 'SLC6A4', 'SLC6A3', 'SLC6A2', 'DRD2', 'HTR2C', 'OPRK1', 'HRH1', 'HTR1F', 'HTR1A', 'HTR2B', 'HTR7', 'HTR2A', 'DRD3', 'HTR6', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'HRH4']"
"2-[carboxy-(2-thiophen-2-yl-acetylamino)-methyl]-5-methylene-5,6-dihydro-2h-[1,3]thiazine-4-carboxylic acid",[]
"1,4-dithiothreitol","['MSRA', 'GSTZ1', 'HMGCR', 'ALDH1A1', 'PPIB', 'TPI1', 'LGALS1', 'CAMK2A', 'TRPM7', 'AXIN1']"
"5-[(3r)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",['DHFR']
myo-inositol,"['GBA', 'CDIPT']"
aspartame,"['SLC22A6', 'TRPV1', 'SLC22A8', 'TAS1R2', 'SLC22A11']"
cabergoline,"['CYP3A4', 'DRD2', 'ADRB1', 'HTR2C', 'ADRB2', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'HTR1D', 'HTR1B', 'HTR1A', 'HTR2B', 'HTR7', 'HTR2A', 'DRD1', 'DRD5', 'DRD3', 'DRD4', 'ADRA2A', 'ADRA2B', 'ADRA2C']"
2-(1h-pyrazol-3-yl)-1h-benzimidazole,['AURKA']
dabigatran etexilate,"['F2', 'ABCB1', 'UGT1A9', 'NQO2', 'UGT2B15', 'UGT2B7', 'CES1']"
3-sulfinoalanine,"['GSR', 'PAPOLA', 'PRDX2', 'FABP4']"
duroquinone,['NQO1']
undecyl-phosphinic acid butyl ester,['LIPF']
cisapride,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'CYP2B6', 'CYP2A6', 'KCNH2', 'HTR2A', 'HTR3A', 'HTR4']"
aniline,['CYP2E1']
6-deoxyerythronolide b,[]
"n-1,2,3,4-tetrahydronaphth-1-yl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine",['GAPDHS']
bepridil,"['CYP2D6', 'ABCB1', 'CACNA1A', 'CACNA1H', 'CACNA2D2', 'ATP1A1', 'CALM3', 'PDE1A', 'PDE1B', 'KCNQ1', 'TNNC1']"
