Drug,Targets
ceftriaxone,"['dacB', 'mrcB', 'mrcA', 'mrdA', 'ftsI', 'dacC', 'dacA']"
ergotamine,"['ADRA1A', 'ADRA2A', 'ADRA1D', 'ADRA2B', 'HTR1D', 'ADRA2C', 'ADRA1B']"
cephalexin,"['dacB', 'mrcB', 'mrcA', 'mrdA', 'ftsI', 'dacC', 'dacA']"
felbamate,"['GRIN2D', 'GRIN1', 'GRIN2B', 'GRIN3B', 'GRIN2A', 'GRIN3A', 'GRIN2C']"
memantine,"['GRIN2D', 'GRIN1', 'GRIN2B', 'GRIN3B', 'GRIN2A', 'GRIN3A', 'GRIN2C']"
cefuroxime,"['dacB', 'mrcB', 'mrcA', 'mrdA', 'ftsI', 'dacC', 'dacA']"
ketamine,"['GRIN2D', 'GRIN1', 'GRIN2B', 'GRIN3B', 'GRIN2A', 'GRIN3A', 'GRIN2C']"
ampicillin,"['dacB', 'mrcB', 'mrcA', 'mrdA', 'ftsI', 'dacC', 'dacA']"
amoxapine,"['DRD3', 'DRD2', 'DRD4', 'DRD1', 'SLC6A2', 'DRD5', 'SLC6A4']"
amoxicillin,"['dacB', 'mrcB', 'mrcA', 'mrdA', 'ftsI', 'dacC', 'dacA']"
alitretinoin,"['RARG', 'RXRG', 'RARA', 'RXRB', 'RARB', 'RXRA']"
carvedilol,"['ADRB2', 'ADRB3', 'ADRA1A', 'ADRA1D', 'ADRB1', 'ADRA1B']"
pimozide,"['DRD3', 'DRD2', 'DRD4', 'HTR2A', 'DRD1', 'DRD5']"
oxymetazoline,"['ADRA1A', 'ADRA2A', 'ADRA1D', 'ADRA2B', 'ADRA2C', 'ADRA1B']"
phentolamine,"['ADRA1A', 'ADRA2A', 'ADRA1D', 'ADRA2B', 'ADRA2C', 'ADRA1B']"
lindane,"['8233868', 'Rdl3', 'Rdl2', '8232983', 'Rdl1', '8239847']"
acitretin,"['RARG', 'RXRG', 'RARA', 'RXRB', 'RARB', 'RXRA']"
naphazoline,"['ADRA1A', 'ADRA2A', 'ADRA1D', 'ADRA2B', 'ADRA2C', 'ADRA1B']"
tazobactam,"['blaT-4', 'blaT-5', 'blaT-6', 'bla', 'blaT-3']"
olanzapine,"['DRD3', 'HTR2C', 'DRD2', 'DRD4', 'HTR2A']"
mivacurium,"['CHRNB1', 'CHRNG', 'CHRND', 'CHRNE', 'CHRNA1']"
dicloxacillin,"['pbpA', 'pbp4', 'PBP2', 'pbpF', 'mecA']"
vecuronium,"['CHRNB1', 'CHRNG', 'CHRND', 'CHRNE', 'CHRNA1']"
bosutinib,"['BCR', 'HCK', 'SRC', 'LYN', 'ABL1']"
octreotide,"['SSTR2', 'SSTR1', 'SSTR4', 'SSTR3', 'SSTR5']"
nafcillin,"['pbpA', 'pbp4', 'PBP2', 'pbpF', 'mecA']"
thioridazine,"['DRD3', 'HTR2C', 'DRD2', 'DRD4', 'HTR2A']"
mirtazapine,"['ADRA2A', 'HTR2C', 'ADRA2B', 'HTR2A', 'ADRA2C']"
trifluoperazine,"['DRD3', 'HTR2C', 'DRD2', 'DRD4', 'HTR2A']"
nimodipine,"['CACNA1S', 'NR3C2', 'CACNA1F', 'CACNA1C', 'CACNA1D']"
pancuronium,"['CHRNB1', 'CHRNG', 'CHRND', 'CHRNE', 'CHRNA1']"
rocuronium,"['CHRNB1', 'CHRNG', 'CHRND', 'CHRNE', 'CHRNA1']"
ezogabine,"['KCNQ4', 'KCNQ3', 'KCNQ1', 'KCNQ5', 'KCNQ2']"
loxapine,"['DRD3', 'HTR2C', 'DRD2', 'DRD4', 'HTR2A']"
oxacillin,"['pbpA', 'pbp4', 'PBP2', 'pbpF', 'mecA']"
pergolide,"['DRD3', 'DRD2', 'DRD4', 'DRD1', 'DRD5']"
felodipine,"['CACNA1S', 'NR3C2', 'CACNA1F', 'CACNA1C', 'CACNA1D']"
ritonavir,"['CYP3A43', 'pol', 'CYP3A5', 'CYP3A7', 'CYP3A4']"
fingolimod,"['S1PR1', 'S1PR2', 'S1PR3', 'S1PR5', 'S1PR4']"
abiraterone,"['SRD5A1', 'SRD5A2', 'SRD5A3', 'AR', 'CYP17A1']"
nitroglycerin,"['GUCY1B1', 'GUCY1B2', 'GUCY1A2', 'GUCY1A1']"
lenalidomide,"['DDB1', 'CRBN', 'CUL4A', 'RBX1']"
pramlintide,"['RAMP3', 'RAMP2', 'RAMP1', 'CALCR']"
nitric oxide,"['GUCY1B1', 'GUCY1B2', 'GUCY1A2', 'GUCY1A1']"
pomalidomide,"['DDB1', 'CRBN', 'CUL4A', 'RBX1']"
crizotinib,"['MET', 'ALK', 'NPM1', 'EML4']"
balsalazide,"['PPARG', 'PTGS2', 'PTGS1', 'ALOX5']"
nitroprusside,"['GUCY1B1', 'GUCY1B2', 'GUCY1A2', 'GUCY1A1']"
cobicistat,"['CYP3A43', 'CYP3A5', 'CYP3A7', 'CYP3A4']"
nisoldipine,"['CACNA1F', 'CACNA1S', 'CACNA1C', 'CACNA1D']"
imatinib,"['ABL1', 'BCR', 'KIT', 'PDGFRB']"
roflumilast,"['PDE4B', 'PDE4A', 'PDE4D', 'PDE4C']"
tofacitinib,"['JAK3', 'TYK2', 'JAK1', 'JAK2']"
olsalazine,"['PTGS2', 'PPARG', 'PTGS1', 'ALOX5']"
pasireotide,"['SSTR1', 'SSTR5', 'SSTR3', 'SSTR2']"
apremilast,"['PDE4B', 'PDE4A', 'PDE4D', 'PDE4C']"
droperidol,"['DRD4', 'DRD2', 'HTR2A', 'DRD3']"
methazolamide,"['CA4', 'CA1', 'CA2', 'CA7']"
amlodipine,"['CACNA1F', 'CACNA1S', 'CACNA1C', 'CACNA1D']"
dinoprostone,"['PTGER4', 'PTGER1', 'PTGER2', 'PTGER3']"
diltiazem,"['CACNA1F', 'CACNA1S', 'CACNA1C', 'CACNA1D']"
gatifloxacin,"['gyrA', 'parE', 'parC', 'gyrB']"
gemifloxacin,"['gyrA', 'parE', 'parC', 'gyrB']"
haloperidol,"['DRD4', 'DRD2', 'HTR2A', 'DRD3']"
rifabutin,"['rpoA', 'rpoZ', 'rpoB', 'rpoC']"
rifapentine,"['rpoA', 'rpoZ', 'rpoB', 'rpoC']"
levofloxacin,"['gyrA', 'parE', 'parC', 'gyrB']"
thalidomide,"['DDB1', 'CRBN', 'CUL4A', 'RBX1']"
rifaximin,"['rpoA', 'rpoZ', 'rpoB', 'rpoC']"
adenosine,"['ADORA2B', 'ADORA3', 'ADORA2A', 'ADORA1']"
clevidipine,"['CACNA1F', 'CACNA1S', 'CACNA1C', 'CACNA1D']"
perampanel,"['GRIA3', 'GRIA4', 'GRIA2', 'GRIA1']"
blinatumomab,"['CD3D', 'CD3E', 'CD19', 'CD3G']"
acetaminophen,"['FAAH', 'PTGS2', 'TRPV1', 'PTGS1']"
vorinostat,"['HDAC2', 'HDAC3', 'HDAC6', 'HDAC1']"
isosorbide dinitrate,"['GUCY1B1', 'GUCY1B2', 'GUCY1A2', 'GUCY1A1']"
nicardipine,"['CACNA1F', 'CACNA1S', 'CACNA1C', 'CACNA1D']"
pemetrexed,"['GART', 'TYMS', 'DHFR', 'thyA']"
nifedipine,"['CACNA1F', 'CACNA1S', 'CACNA1C', 'CACNA1D']"
isosorbide mononitrate,"['GUCY1B1', 'GUCY1B2', 'GUCY1A2', 'GUCY1A1']"
caffeine,"['ADORA2B', 'ADORA3', 'ADORA2A', 'ADORA1']"
chlorpromazine,"['DRD4', 'DRD2', 'HTR2A', 'DRD3']"
nefazodone,"['HTR2C', 'HTR2A', 'SLC6A2', 'SLC6A4']"
moxifloxacin,"['gyrA', 'parE', 'parC', 'gyrB']"
isradipine,"['CACNA1F', 'CACNA1S', 'CACNA1C', 'CACNA1D']"
trovafloxacin,"['gyrA', 'parE', 'parC', 'gyrB']"
ciprofloxacin,"['gyrA', 'parE', 'parC', 'gyrB']"
verapamil,"['CACNA1F', 'CACNA1S', 'CACNA1C', 'CACNA1D']"
acetazolamide,"['CA1', 'CA4', 'CA12', 'CA2']"
methsuximide,"['CACNA1G', 'CACNA1I', 'CACNA1H']"
afatinib,"['EGFR', 'ERBB2', 'ERBB4']"
ceritinib,"['NPM1', 'ALK', 'EML4']"
abciximab,"['ITGAV', 'ITGB3', 'ITGA2B']"
doxazosin,"['ADRA1D', 'ADRA1A', 'ADRA1B']"
dextroamphetamine,"['SLC18A2', 'SLC6A3', 'SLC6A2']"
sulfasalazine,"['PTGS2', 'PTGS1', 'ALOX5']"
dexmedetomidine,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
propantheline,"['CHRM2', 'CHRM3', 'CHRM1']"
carteolol,"['ADRB2', 'ADRB3', 'ADRB1']"
aripiprazole,"['DRD2', 'HTR2A', 'HTR1A']"
almotriptan,"['HTR1D', 'HTR1F', 'HTR1B']"
lisdexamfetamine,"['SLC18A2', 'SLC6A3', 'SLC6A2']"
desmopressin,"['AVPR2', 'AVPR1B', 'AVPR1A']"
terazosin,"['ADRA1D', 'ADRA1A', 'ADRA1B']"
dutasteride,"['SRD5A1', 'SRD5A3', 'SRD5A2']"
axitinib,"['KDR', 'FLT1', 'FLT4']"
brimonidine,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
apraclonidine,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
atropine,"['CHRM2', 'CHRM3', 'CHRM1']"
bromocriptine,"['DRD4', 'DRD2', 'DRD3']"
methyldopa,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
naltrexone,"['OPRK1', 'OPRM1', 'OPRD1']"
alfuzosin,"['ADRA1D', 'ADRA1A', 'ADRA1B']"
tamsulosin,"['ADRA1D', 'ADRA1A', 'ADRA1B']"
sotalol,"['ADRB1', 'ADRB2', 'KCNH2']"
tazarotene,"['RARG', 'RARA', 'RARB']"
naloxone,"['OPRK1', 'OPRM1', 'OPRD1']"
palbociclib,"['CDK6', 'CDK4', 'CCND1']"
olaparib,"['PARP3', 'PARP2', 'PARP1']"
oxymorphone,"['OPRK1', 'OPRM1', 'OPRD1']"
meclofenamic acid,"['PTGS2', 'PTGS1', 'ALOX5']"
nalbuphine,"['OPRK1', 'OPRM1', 'OPRD1']"
adapalene,"['RARG', 'RARA', 'RARB']"
quetiapine,"['DRD2', 'HTR2A', 'HTR2C']"
eletriptan,"['HTR1D', 'HTR1F', 'HTR1B']"
apomorphine,"['DRD4', 'DRD2', 'DRD3']"
metoclopramide,"['DRD2', 'HTR3A', 'HTR4']"
natalizumab,"['ITGB1', 'ITGA4', 'ITGB7']"
hydroxyurea,"['RRM2', 'RRM1', 'RRM2B']"
alectinib,"['RET', 'ALK', 'EML4']"
ziprasidone,"['DRD2', 'HTR2A', 'HTR2C']"
trimethadione,"['CACNA1G', 'CACNA1I', 'CACNA1H']"
rotigotine,"['DRD4', 'DRD2', 'DRD3']"
ropinirole,"['DRD4', 'DRD2', 'DRD3']"
ethosuximide,"['CACNA1G', 'CACNA1I', 'CACNA1H']"
aldesleukin,"['IL2RA', 'IL2RG', 'IL2RB']"
pramipexole,"['DRD4', 'DRD2', 'DRD3']"
isotretinoin,"['RARG', 'RARA', 'RARB']"
acetohydroxamic acid,"['ureB', 'ureA', 'ureC']"
risperidone,"['DRD2', 'HTR2A', 'HTR2C']"
daclizumab,"['IL2RA', 'IL2RG', 'IL2RB']"
amiloride,"['SCNN1A', 'SCNN1G', 'SCNN1B']"
bexarotene,"['RXRB', 'RXRG', 'RXRA']"
lenvatinib,"['KDR', 'FLT1', 'FLT4']"
prazosin,"['ADRA1D', 'ADRA1A', 'ADRA1B']"
tizanidine,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
midodrine,"['ADRA1D', 'ADRA1A', 'ADRA1B']"
tretinoin,"['RARG', 'RARA', 'RARB']"
triamterene,"['SCNN1A', 'SCNN1G', 'SCNN1B']"
phenylephrine,"['ADRA1D', 'ADRA1A', 'ADRA1B']"
guanfacine,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
probenecid,"['SLC22A8', 'SLC22A11', 'SLC22A6']"
trazodone,"['HTR2C', 'HTR2A', 'SLC6A4']"
zolpidem,"['GABRG2', 'GABRB1', 'GABRA1']"
zaleplon,"['GABRG2', 'GABRB1', 'GABRA1']"
basiliximab,"['IL2RA', 'IL2RG', 'IL2RB']"
ustekinumab,"['IL12A', 'IL23A', 'IL12B']"
clonidine,"['ADRA2A', 'ADRA2B', 'ADRA2C']"
hydrocodone,"['OPRK1', 'OPRM1', 'OPRD1']"
codeine,"['OPRK1', 'OPRM1', 'OPRD1']"
ketoprofen,"['PTGS2', 'PTGS1']"
rivastigmine,"['ACHE', 'BCHE']"
fenoprofen,"['PTGS2', 'PTGS1']"
repaglinide,"['KCNJ11', 'ABCC8']"
etoposide,"['TOP2A', 'TOP2B']"
isocarboxazid,"['MAOB', 'MAOA']"
oxybutynin,"['CHRM2', 'CHRM3']"
asenapine,"['DRD2', 'HTR2A']"
abatacept,"['CD80', 'CD86']"
ribavirin,"['IMPDH1', 'NS5B']"
ribociclib,"['CDK6', 'CDK4']"
fesoterodine,"['CHRM2', 'CHRM3']"
azacitidine,"['DNMT3A', 'DNMT1']"
lomefloxacin,"['gyrA', 'gyrB']"
paliperidone,"['DRD2', 'HTR2A']"
interferon beta-1a,"['IFNAR1', 'IFNAR2']"
aminocaproic acid,"['PLAT', 'PLG']"
glyburide,"['KCNJ11', 'ABCC8']"
paritaprevir,"['NS4A', 'NS3']"
rizatriptan,"['HTR1D', 'HTR1B']"
levobunolol,"['ADRB2', 'ADRB1']"
ambrisentan,"['EDNRB', 'EDNRA']"
levetiracetam,"['SV2A', 'CACNA1B']"
hydroxychloroquine,"['TLR7', 'TLR9']"
pilocarpine,"['CHRM3', 'CHRM1']"
indomethacin,"['PTGS2', 'PTGS1']"
ibuprofen,"['PTGS2', 'PTGS1']"
peginterferon alfa-2a,"['IFNAR1', 'IFNAR2']"
peginterferon alfa-2b,"['IFNAR1', 'IFNAR2']"
ponatinib,"['ABL1', 'BCR']"
lamivudine,"['P', 'pol']"
lapatinib,"['EGFR', 'ERBB2']"
lansoprazole,"['ATP4A', 'ATP4B']"
lanreotide,"['SSTR5', 'SSTR2']"
pindolol,"['ADRB2', 'ADRB1']"
iloperidone,"['DRD2', 'HTR2A']"
piroxicam,"['PTGS2', 'PTGS1']"
ketorolac,"['PTGS2', 'PTGS1']"
pantoprazole,"['ATP4A', 'ATP4B']"
phendimetrazine,"['SLC6A3', 'SLC6A2']"
glipizide,"['KCNJ11', 'ABCC8']"
ranolazine,"['SCN4A', 'SCN5A']"
liothyronine,"['THRB', 'THRA']"
ramelteon,"['MTNR1A', 'MTNR1B']"
flurbiprofen,"['PTGS2', 'PTGS1']"
aprotinin,"['KLKB1', 'PLG']"
rabeprazole,"['ATP4A', 'ATP4B']"
interferon gamma-1b,"['IFNGR1', 'IFNGR2']"
interferon beta-1b,"['IFNAR1', 'IFNAR2']"
frovatriptan,"['HTR1D', 'HTR1B']"
fulvestrant,"['ESR1', 'ESR2']"
imipramine,"['SLC6A2', 'SLC6A4']"
protriptyline,"['SLC6A2', 'SLC6A4']"
levothyroxine,"['THRB', 'THRA']"
propylthiouracil,"['TPO', 'DIO1']"
propranolol,"['ADRB2', 'ADRB1']"
amitriptyline,"['SLC6A2', 'SLC6A4']"
interferon alfacon-1,"['IFNAR1', 'IFNAR2']"
phenelzine,"['MAOB', 'MAOA']"
glimepiride,"['KCNJ11', 'ABCC8']"
alprostadil,"['PTGER1', 'PTGER2']"
duloxetine,"['SLC6A2', 'SLC6A4']"
lurasidone,"['DRD2', 'HTR2A']"
nortriptyline,"['SLC6A2', 'SLC6A4']"
mifepristone,"['PGR', 'NR3C1']"
trospium,"['CHRM2', 'CHRM3']"
thiothixene,"['DRD2', 'HTR2A']"
decitabine,"['DNMT3A', 'DNMT1']"
chlorpropamide,"['KCNJ11', 'ABCC8']"
boceprevir,"['NS4A', 'NS3']"
macitentan,"['EDNRB', 'EDNRA']"
nicotine,"['CHRNA4', 'CHRNB2']"
nadolol,"['ADRB2', 'ADRB1']"
cevimeline,"['CHRM3', 'CHRM1']"
varenicline,"['CHRNA4', 'CHRNB2']"
tenofovir,"['P', 'pol']"
desvenlafaxine,"['SLC6A2', 'SLC6A4']"
teniposide,"['TOP2A', 'TOP2B']"
dexmethylphenidate,"['SLC6A3', 'SLC6A2']"
dexrazoxane,"['TOP2A', 'TOP2B']"
dextromethorphan,"['GRIN2A', 'SIGMAR1']"
benzphetamine,"['SLC18A2', 'SLC6A2']"
diazoxide,"['KCNJ11', 'KCNJ8']"
dicyclomine,"['CHRM3', 'CHRM1']"
darifenacin,"['CHRM2', 'CHRM3']"
timolol,"['ADRB2', 'ADRB1']"
mycophenolic acid,"['IMPDH1', 'IMPDH2']"
milnacipran,"['SLC6A2', 'SLC6A4']"
mitotane,"['CYP11A1', 'CYP11B1']"
bismuth subsalicylate,"['PTGS2', 'PTGS1']"
clozapine,"['DRD2', 'HTR2A']"
cobimetinib,"['MAP2K1', 'MAP2K2']"
tranylcypromine,"['MAOB', 'MAOA']"
conivaptan,"['AVPR2', 'AVPR1A']"
cyclobenzaprine,"['HTR2C', 'HTR2A']"
trametinib,"['MAP2K1', 'MAP2K2']"
toremifene,"['ESR1', 'ESR2']"
nilotinib,"['ABL1', 'BCR']"
minoxidil,"['KCNJ11', 'ABCC9']"
anagrelide,"['PDE3B', 'PDE3A']"
tolterodine,"['CHRM2', 'CHRM3']"
tolmetin,"['PTGS2', 'PTGS1']"
tolbutamide,"['KCNJ11', 'ABCC8']"
tolazamide,"['KCNJ11', 'ABCC8']"
danazol,"['PGR', 'AR']"
dantrolene,"['RYR1', 'RYR3']"
tirofiban,"['ITGB3', 'ITGA2B']"
clidinium,"['CHRM3', 'CHRM1']"
metipranolol,"['ADRB2', 'ADRB1']"
diethylpropion,"['SLC6A3', 'SLC6A2']"
solifenacin,"['CHRM2', 'CHRM3']"
cabozantinib,"['MET', 'KDR']"
menthol,"['TRPM8', 'TRPA1']"
simeprevir,"['NS4A', 'NS3']"
orlistat,"['LIPF', 'PNLIP']"
amphetamine,"['SLC6A3', 'SLC6A2']"
mefenamic acid,"['PTGS2', 'PTGS1']"
nebivolol,"['ADRB2', 'ADRB1']"
belatacept,"['CD80', 'CD86']"
ospemifene,"['ESR1', 'ESR2']"
mecamylamine,"['CHRNA3', 'CHRNB4']"
nepafenac,"['PTGS2', 'PTGS1']"
eptifibatide,"['ITGB3', 'ITGA2B']"
zolmitriptan,"['HTR1D', 'HTR1B']"
oxaprozin,"['PTGS2', 'PTGS1']"
bazedoxifene,"['ESR1', 'ESR2']"
ruxolitinib,"['JAK1', 'JAK2']"
baclofen,"['GABBR2', 'GABBR1']"
esmolol,"['ADRB2', 'ADRB1']"
esomeprazole,"['ATP4A', 'ATP4B']"
diflunisal,"['PTGS2', 'PTGS1']"
omeprazole,"['ATP4A', 'ATP4B']"
naratriptan,"['HTR1D', 'HTR1B']"
bromfenac,"['PTGS2', 'PTGS1']"
ofloxacin,"['gyrA', 'gyrB']"
vedolizumab,"['ITGA4', 'ITGB7']"
methylphenidate,"['SLC6A3', 'SLC6A2']"
tapentadol,"['SLC6A2', 'OPRM1']"
dobutamine,"['ADRB2', 'ADRB1']"
"synthetic conjugated estrogens, b","['ESR1', 'ESR2']"
sumatriptan,"['HTR1D', 'HTR1B']"
sulindac,"['PTGS2', 'PTGS1']"
butorphanol,"['OPRM1', 'OPRK1']"
doxapram,"['KCNK9', 'KCNK3']"
venlafaxine,"['SLC6A2', 'SLC6A4']"
buprenorphine,"['OPRM1', 'OPRK1']"
bupropion,"['SLC6A3', 'SLC6A2']"
vilazodone,"['HTR1A', 'SLC6A4']"
antithrombin alfa,"['F10', 'F2']"
drospirenone,"['NR3C2', 'PGR']"
acarbose,"['AMY2A', 'MGAM']"
molindone,"['DRD2', 'HTR2A']"
netupitant,['TACR1']
nevirapine,['pol']
nilutamide,['AR']
pentazocine,['SIGMAR1']
pembrolizumab,['PDCD1']
norgestimate,['PGR']
pegvisomant,['GHR']
olmesartan,['AGTR1']
oxycodone,['OPRM1']
oxymetholone,['AR']
oxandrolone,['AR']
osimertinib,['EGFR']
ondansetron,['HTR3A']
ombitasvir,['NS5A']
aminosalicylic acid,['folA']
palifermin,['FGFR2']
omalizumab,['IGHE']
palivizumab,['F']
olopatadine,['HRH1']
palonosetron,['HTR3A']
olaratumab,['PDGFRA']
nitisinone,['HPD']
panitumumab,['EGFR']
ofatumumab,['MS4A1']
obinutuzumab,['MS4A1']
obeticholic acid,['NR1H4']
norgestrel,['PGR']
paricalcitol,['VDR']
norelgestromin,['PGR']
paroxetine,['SLC6A4']
nizatidine,['HRH2']
nivolumab,['PDCD1']
amiodarone,['KCNH2']
pegfilgrastim,['CSF3R']
calcitriol,['VDR']
reteplase,['PLG']
pentostatin,['ADA']
temsirolimus,['FKBP1A']
tipranavir,['pol']
tiotropium,['CHRM3']
ticlopidine,['P2RY12']
ticagrelor,['P2RY12']
tiagabine,['SLC6A1']
aclidinium,['CHRM3']
acrivastine,['HRH1']
tetrabenazine,['SLC18A2']
testosterone,['AR']
tesamorelin,['GHRHR']
teriparatide,['PTH1R']
teriflunomide,['DHODH']
terbutaline,['ADRB2']
tenecteplase,['PLG']
adalimumab,['TNF']
perindopril,['ACE']
telmisartan,['AGTR1']
teduglutide,['GLP2R']
tamoxifen,['ESR1']
tadalafil,['PDE5A']
tacrolimus,['FKBP1A']
sulfisoxazole,['folP']
sulfamethoxazole,['folP']
sulfamethizole,['folP']
sulfadiazine,['folP']
sufentanil,['OPRM1']
sucralfate,['PGA5']
stavudine,['pol']
spironolactone,['NR3C2']
sofosbuvir,['NS5B']
tocilizumab,['IL6R']
tolcapone,['COMT']
tolvaptan,['AVPR2']
topotecan,['TOP1MT']
zileuton,['ALOX5']
zidovudine,['pol']
ziconotide,['CACNA1B']
zafirlukast,['CYSLTR1']
warfarin,['VKORC1']
voriconazole,['ERG11']
vismodegib,['SMO']
vigabatrin,['ABAT']
venetoclax,['BCL2']
vemurafenib,['BRAF']
vardenafil,['PDE5A']
acebutolol,['ADRB1']
valsartan,['AGTR1']
valrubicin,['TOP2A']
valproic acid,['ALDH5A1']
valdecoxib,['PTGS2']
tropicamide,['CHRM3']
triptorelin,['GNRHR']
triprolidine,['HRH1']
trimethoprim,['folA']
trihexyphenidyl,['CHRM1']
triclosan,['fabI']
triamcinolone,['NR3C1']
treprostinil,['PTGIR']
travoprost,['PTGFR']
trastuzumab,['ERBB2']
tranexamic acid,['PLG']
trandolapril,['ACE']
tramadol,['OPRM1']
sitagliptin,['DPP4']
sirolimus,['FKBP1A']
sincalide,['CCKAR']
raloxifene,['ESR2']
aliskiren,['REN']
pseudoephedrine,['SLC6A2']
protirelin,['TRHR']
allopurinol,['XDH']
promethazine,['HRH1']
progesterone,['PGR']
prochlorperazine,['DRD2']
alogliptin,['DPP4']
alosetron,['HTR3A']
alteplase,['PLG']
prednisone,['NR3C1']
prednisolone,['NR3C1']
prednicarbate,['NR3C1']
pravastatin,['HMGCR']
prasugrel,['P2RY12']
pralidoxime,['ACHE']
pralatrexate,['DHFR']
posaconazole,['ERG11']
polythiazide,['SLC12A3']
plerixafor,['CXCR4']
pitavastatin,['HMGCR']
pioglitazone,['PPARG']
pimecrolimus,['FKBP1A']
pimavanserin,['HTR2A']
phentermine,['SLC6A2']
pheniramine,['HRH1']
pertuzumab,['ERBB2']
perphenazine,['DRD2']
permethrin,['vssc']
quinapril,['ACE']
raltegravir,['pol']
simvastatin,['HMGCR']
ramipril,['ACE']
siltuximab,['IL6']
sildenafil,['PDE5A']
sertraline,['SLC6A4']
selegiline,['MAOB']
albiglutide,['GLP1R']
scopolamine,['CHRM1']
saxagliptin,['DPP4']
saquinavir,['pol']
sapropterin,['PAH']
salmeterol,['ADRB2']
safinamide,['MAOB']
rosuvastatin,['HMGCR']
rosiglitazone,['PPARG']
alemtuzumab,['CD52']
rivaroxaban,['F10']
rituximab,['MS4A1']
rimexolone,['NR3C1']
alendronic acid,['FDPS']
rilpivirine,['pol']
rilonacept,['IL1B']
amprenavir,['pol']
reserpine,['SLC18A2']
remifentanil,['OPRM1']
alfentanil,['OPRM1']
regadenoson,['ADORA2A']
rasagiline,['MAOB']
ranitidine,['HRH2']
ranibizumab,['VEGFA']
ramucirumab,['KDR']
neostigmine,['ACHE']
methimazole,['TPO']
nelfinavir,['pol']
escitalopram,['SLC6A4']
eflornithine,['ODC1']
eliglustat,['UGCG']
elotuzumab,['SLAMF7']
elvitegravir,['pol']
emtricitabine,['pol']
enalapril,['ACE']
enalaprilat,['ACE']
enfuvirtide,['env']
entacapone,['COMT']
enzalutamide,['AR']
belimumab,['TNFSF13B']
eplerenone,['NR3C2']
epoprostenol,['PTGIR']
eprosartan,['AGTR1']
ergocalciferol,['VDR']
efavirenz,['pol']
edrophonium,['ACHE']
edoxaban,['F10']
doxepin,['SLC6A2']
dofetilide,['KCNH2']
dolasetron,['HTR3A']
dolutegravir,['pol']
donepezil,['ACHE']
dopamine,['ADRB1']
dorzolamide,['CA2']
doxercalciferol,['VDR']
eculizumab,['C5']
doxorubicin,['TOP2A']
doxylamine,['HRH1']
dronabinol,['CNR1']
bendroflumethiazide,['SLC12A3']
benazepril,['ACE']
ecallantide,['KLKB1']
erlotinib,['EGFR']
estradiol,['ESR1']
galantamine,['ACHE']
estrone,['ESR1']
fluconazole,['ERG11']
flucytosine,['TMP1']
flunisolide,['NR3C1']
fluocinolone acetonide,['NR3C1']
fluorometholone,['NR3C1']
fluorouracil,['TYMS']
fluoxetine,['SLC6A4']
fluoxymesterone,['AR']
fluphenazine,['DRD2']
avanafil,['PDE5A']
flutamide,['AR']
fluvastatin,['HMGCR']
fluvoxamine,['SLC6A4']
formoterol,['ADRB2']
fosinopril,['ACE']
floxuridine,['TYMS']
flecainide,['SCN5A']
filgrastim,['CSF3R']
everolimus,['FKBP1A']
azelastine,['HRH1']
etanercept,['TNF']
ethambutol,['embA']
etodolac,['PTGS2']
azathioprine,['PPAT']
etonogestrel,['PGR']
exemestane,['CYP19A1']
fexofenadine,['HRH1']
exenatide,['GLP1R']
ezetimibe,['NPC1L1']
famotidine,['HRH2']
febuxostat,['XDH']
fenofibrate,['PPARA']
fenoldopam,['DRD1']
disulfiram,['ALDH2']
diphenoxylate,['OPRM1']
diphenhydramine,['HRH1']
dihydroergotamine,['HTR1D']
celecoxib,['PTGS2']
certolizumab pegol,['TNF']
cetirizine,['HRH1']
cetrorelix,['GNRHR']
cetuximab,['EGFR']
botulinum toxin type a,['SNAP25']
chlorothiazide,['SLC12A3']
chlorthalidone,['SLC12A3']
chlorzoxazone,['KCNN4']
cholecalciferol,['VDR']
ciclesonide,['NR3C1']
cilastatin,['DPEP1']
cilostazol,['PDE3A']
cimetidine,['HRH2']
cinacalcet,['CASR']
brinzolamide,['CA2']
brompheniramine,['HRH1']
budesonide,['NR3C1']
carbidopa,['DDC']
canakinumab,['IL1B']
candesartan,['AGTR1']
cangrelor,['P2RY12']
capecitabine,['TYMS']
capsaicin,['TRPV1']
captopril,['ACE']
carbinoxamine,['HRH1']
bumetanide,['SLC12A1']
carglumic acid,['CPS1']
carmustine,['GSR']
caspofungin,['GSC1']
cabergoline,['DRD2']
buspirone,['HTR1A']
bupivacaine,['SCN4A']
citalopram,['SLC6A4']
clemastine,['HRH1']
bivalirudin,['F2']
denosumab,['TNFSF11']
betaxolol,['ADRB1']
daunorubicin,['TOP2A']
deflazacort,['NR3C1']
degarelix,['GNRHR']
delavirdine,['pol']
betamethasone,['NR3C1']
desipramine,['SLC6A2']
darunavir,['pol']
desirudin,['F2']
desloratadine,['HRH1']
desogestrel,['PGR']
dexamethasone,['NR3C1']
didanosine,['pol']
