Drug,Targets
fludarabine,"['MCL1', 'DCK']"
buprenorphine,"['OPRD1', 'OPRM1']"
solifenacin,"['CHRM1', 'CHRM3']"
plerixafor,"['CXCL12', 'CXCR4']"
tranylcypromine,"['MAOB', 'MAOA']"
valdecoxib,"['PTGS1', 'PTGS2']"
sotalol,"['ADRB2', 'KCNH2']"
cabergoline,"['DRD2', 'HTR2B']"
cabozantinib,"['KDR', 'MET']"
tadalafil,"['PDE5A', 'PDE11A']"
galantamine,"['ACHE', 'BCHE']"
gabapentin,"['CACNA2D1', 'BCAT1']"
prasugrel,"['P2RY12', 'P2RY1']"
ustekinumab,"['TYMS', 'DHFR']"
sufentanil,"['OPRD1', 'OPRM1']"
fluphenazine,"['DRD2', 'DRD3']"
zolmitriptan,"['HTR1B', 'CYP1A2']"
imiquimod,"['TNF', 'TLR7']"
rivastigmine,"['ACHE', 'BCHE']"
teniposide,"['ABCC3', 'TOP2A']"
ketoprofen,"['PTGS1', 'PTGS2']"
levonorgestrel,"['PGR', 'AR']"
phenelzine,"['MAOB', 'MAOA']"
erythromycin,"['MLNR', 'KCNH2']"
ropinirole,"['DRD2', 'DRD3']"
betaxolol,"['ADRB1', 'ADRB2']"
chloramphenicol,"['OPRD1', 'OPRM1']"
rotigotine,"['DRD2', 'DRD3']"
lauric acid,"['CYP4A11', 'LY96']"
ethosuximide,"['CACNA1G', 'CACNA1H']"
cetirizine,"['HRH1', 'CXCL8']"
daunorubicin,"['TOP2A', 'TP53']"
bicalutamide,"['AR', 'KLK3']"
labetalol,"['ADRB1', 'ADRB2']"
pilocarpine,"['BDNF', 'AQP5']"
isradipine,"['CACNA1S', 'CACNA1D']"
isoniazid,"['NAT2', 'CAT']"
isoflurane,"['CASP3', 'HMOX1']"
dapagliflozin,"['SLC5A4', 'SLC5A2']"
ezetimibe,"['CRP', 'NPC1L1']"
trandolapril,['ACE']
zidovudine,['CD4']
tolvaptan,['AVPR1A']
proguanil,['CYP2C19']
protriptyline,['SLC6A2']
topotecan,['TOP1']
tramadol,['OPRM1']
zanamivir,['NEU2']
zileuton,['ALOX5']
trabectedin,['NR1I2']
propofol,['UGT1A9']
triamcinolone,['NR3C1']
procainamide,['DNMT1']
topiramate,['CA2']
zafirlukast,['CYSLTR1']
thiotepa,['CYP2B6']
quinapril,['ACE']
roflumilast,['PDE4D']
teriflunomide,['DHODH']
terbutaline,['ADRB2']
ruxolitinib,['JAK2']
safinamide,['MAOB']
travoprost,['PTGFR']
saquinavir,['CYP3A5']
saxagliptin,['DPP4']
temsirolimus,['MTOR']
valsartan,['REN']
temozolomide,['MGMT']
telmisartan,['PPARG']
sevoflurane,['CASP3']
sitagliptin,['DPP4']
triprolidine,['HRH1']
tropicamide,['CHRM4']
prednisone,['NR3C1']
sulfamethoxazole,['CYP2C9']
trimipramine,['SLC6A4']
rocuronium,['CHRNA2']
tolcapone,['COMT']
rizatriptan,['HTR1B']
quinidine,['KCNH2']
vismodegib,['SMO']
triamterene,['SCNN1A']
quinine,['KCNH2']
ranitidine,['HRH2']
remifentanil,['OPRM1']
repaglinide,['CYP2C8']
ticagrelor,['P2RY12']
reserpine,['TH']
vigabatrin,['GAD1']
ribavirin,['IMPDH1']
riboflavin,['RFK']
rifabutin,['HSP90AA1']
rifaximin,['NR1I2']
trimetrexate,['DHFR']
vardenafil,['PDE5A']
rivaroxaban,['F10']
sapropterin,['PAH']
abiraterone,['CYP17A1']
prednisolone,['NR3C1']
dabigatran etexilate,['F2']
dapsone,['CYP2C9']
degarelix,['GNRHR']
desloratadine,['HRH1']
desvenlafaxine,['SLC6A4']
dexamethasone,['NR3C1']
dexmethylphenidate,['SLC6A3']
dexrazoxane,['TOP2A']
diazoxide,['KCNJ11']
dicyclomine,['CHRM1']
didanosine,['PNP']
diflunisal,['ALB']
digoxin,['SLCO4C1']
dofetilide,['KCNH2']
doxapram,['KCNK3']
doxycycline,['MMP3']
droperidol,['DRD2']
edoxaban,['F10']
efavirenz,['CYP2B6']
eletriptan,['HTR1B']
enzalutamide,['AR']
eplerenone,['REN']
eptifibatide,['ITGA2B']
estrone,['HSD17B2']
etodolac,['PTGS2']
everolimus,['MTOR']
exenatide,['GLP1R']
famotidine,['HRH2']
febuxostat,['XDH']
fenoldopam,['DRD5']
dantrolene,['RYR1']
conivaptan,['AVPR1A']
pralatrexate,['DHFR']
codeine,['OPRM1']
acebutolol,['ADRB1']
acetic acid,['AKR1B1']
adapalene,['RARB']
alectinib,['ALK']
alfentanil,['OPRM1']
alogliptin,['DPP4']
alosetron,['HTR3A']
ambrisentan,['EDNRA']
apixaban,['F10']
aprepitant,['TACR1']
arformoterol,['ADRB2']
atovaquone,['DHODH']
azathioprine,['TPMT']
azelastine,['HRH1']
belinostat,['HDAC1']
benazepril,['ACE']
bimatoprost,['AKR1C3']
bisoprolol,['ADRB1']
butorphanol,['OPRM1']
capecitabine,['TYMS']
carbamazepine,['CYP1A2']
ceftriaxone,['SLC1A2']
cetrorelix,['GNRHR']
chlorthalidone,['CA2']
ciclesonide,['NR3C1']
cimetidine,['HRH2']
cinacalcet,['CASR']
cladribine,['DCK']
clemastine,['HRH1']
fexofenadine,['HRH1']
flecainide,['SCN5A']
fluconazole,['CYP51A1']
fludrocortisone,['AR']
linagliptin,['DPP4']
lorcaserin,['HTR2C']
lubiprostone,['CLCN2']
macitentan,['EDNRA']
maraviroc,['CCR5']
mefenamic acid,['PTGS2']
methylene blue,['GSR']
methylprednisolone,['NR3C1']
miconazole,['CYP51A1']
misoprostol,['PTGER3']
mitoxantrone,['TOP2A']
molindone,['DRD2']
moxifloxacin,['TOP2A']
nabilone,['CNR2']
nadolol,['ADRB2']
nalbuphine,['OPRM1']
naratriptan,['HTR1B']
nelfinavir,['CYP2C19']
olaparib,['PARP1']
ondansetron,['HTR3A']
oxaliplatin,['TP53']
oxycodone,['OPRM1']
palonosetron,['HTR3A']
panobinostat,['HDAC1']
pentobarbital,['SLC2A1']
perindopril,['ACE']
piroxicam,['PTGS1']
pomalidomide,['CRBN']
posaconazole,['CYP51A1']
lidocaine,['SCN5A']
levofloxacin,['TOP2A']
levobunolol,['ADRB2']
hydroxocobalamin,['TCN2']
flunisolide,['NR3C1']
fluocinolone acetonide,['NR3C1']
fluorometholone,['NR3C1']
fluoxymesterone,['AR']
flutamide,['AR']
folic acid,['DHFR']
fosinopril,['ACE']
frovatriptan,['HTR1B']
gentamicin,['CASP3']
granisetron,['HTR3A']
guanfacine,['ADRA2A']
hydrocodone,['OPRM1']
hydromorphone,['OPRM1']
hydroxyurea,['NBN']
leuprolide,['GNRHR']
hydroxyzine,['HRH1']
ibutilide,['KCNH2']
indacaterol,['ADRB2']
indapamide,['CA2']
iodipamide,['ALB']
irbesartan,['REN']
itraconazole,['CYP51A1']
ketoconazole,['CYP51A1']
ketorolac,['PTGS1']
lamivudine,['DCK']
leflunomide,['DHODH']
lenalidomide,['CRBN']
letrozole,['PGR']
zonisamide,['MAOB']
